hs_code,commodity,unit,country,2016-2017_jun_quantity,2016-2017_jun_value_000rs,2016-2017_cum_quantity,2016-2017_cum_value_000rs,2015-2016_jun_quantity,2015-2016_jun_value_000rs,2015-2016_cum_quantity,2015-2016_cum_value_000rs
01012100,PURE BRED BREEDING HORSES,NO,ALL COUNTRIES,,,70,23061,,,33,15658
01012100,PURE BRED BREEDING HORSES,NO,Argentina,,,36,12431,,,28,14155
01012100,PURE BRED BREEDING HORSES,NO,France,,,12,3742,,,1,320
01012100,PURE BRED BREEDING HORSES,NO,Netherlands,,,2,561,,,,
01012100,PURE BRED BREEDING HORSES,NO,U.S.America,,,,,,,1,320
01012100,PURE BRED BREEDING HORSES,NO,United Kingdom,,,20,6327,,,3,863
01012900,OTHER LIVE HORSES,NO,ALL COUNTRIES,,,,,,,12,6000
01012900,OTHER LIVE HORSES,NO,United Kingdom,,,,,,,12,6000
01019000,OTHER LIVE ANIMALS,NO,ALL COUNTRIES,,,10,1041,,,5,1854
01019000,OTHER LIVE ANIMALS,NO,Germany,,,3,691,,,,
01019000,OTHER LIVE ANIMALS,NO,Oman,,,,,,,1,55
01019000,OTHER LIVE ANIMALS,NO,South Africa,,,,,,,1,36
01019000,OTHER LIVE ANIMALS,NO,Thailand,,,7,350,,,,
01019000,OTHER LIVE ANIMALS,NO,United Kingdom,,,,,,,3,1762
01022110,PURE BRED BREEDING BULLS,NO,ALL COUNTRIES,,,14,4356,,,,
01022110,PURE BRED BREEDING BULLS,NO,Australia,,,14,4356,,,,
01022120,PURE BRED BREEDING COWS,NO,ALL COUNTRIES,,,6171,1101244,,,3776,818973
01022120,PURE BRED BREEDING COWS,NO,Australia,,,5642,988463,,,3290,692137
01022120,PURE BRED BREEDING COWS,NO,Netherlands,,,345,78637,,,185,57163
01022120,PURE BRED BREEDING COWS,NO,U.S.America,,,184,34145,,,301,69673
01022120,PURE BRED BREEDING COWS,NO,Australia,,,,,,,257,22324
01022910,OTHER LIVE BULLS,NO,ALL COUNTRIES,,,,,,,1,133
01022910,OTHER LIVE BULLS,NO,U.S.America,,,,,,,1,133
01029000,OTHER LIVE BOVINE ANIMALS,NO,ALL COUNTRIES,,,2,70,,,10,500
01029000,OTHER LIVE BOVINE ANIMALS,NO,Belgium,,,,,,,10,500
01029000,OTHER LIVE BOVINE ANIMALS,NO,Thailand,,,2,70,,,,
01051100,FOWLS (CHICKEN) WT UPTO 185G,NO,ALL COUNTRIES,13015,16208,1043547,1234515,36000,36916,589881,461410
