hs_code,commodity,unit,country,2008-2009_quantity,2008-2009_value_000rs,2009-2010_quantity,2009-2010_value_000rs,2010-2011_quantity,2010-2011_value_000rs,2011-2012_quantity,2011-2012_value_000rs,2012-2013_quantity,2012-2013_value_000rs
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,Hong Kong S.A.Re.Chi,16,5,325,195,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,Italy,240,54,270,123,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,Japan,50,12,38,15,60,21,145,51,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,"Korea, Republic of",5,1,,,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,Kuwait,546,178,,,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,Malaysia,1485,324,542,237,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,O.Asia(Tai.For.Pe.Ki,3,,,,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,Qatar,33,12,,,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,Singapore,48,12,1,,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,Spain,379,99,,,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,Sweden,106,14,,,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,Switzerland,8,4,5,2,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,Thailand,100,21,,,,,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,U.S.America,13653,3498,153,66,665,327,,,,
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,United Arab Emirates,53,9,258,63,530,243,90,37,230,86
70060090,"OTH GL OF H70.03,04,05 WORKED",KG,United Kingdom,550,66,221,48,80,34,1,1,50,31
70071111,REAR/WIN GLAS VEH H- 87043190,KG,ALL COUNTRIES,6874,57902,19491,19685,5570,,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,China,5889,621,142070,20495,88089,12275,19760,3891,4314,1848
70071111,REAR/WIN GLAS VEH H- 87043190,KG,Czech Republic,16,4,11977,3505,,,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,France,1240,124,98,20,,,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,Germany,400,40,98,22,1534,261,2157,981,3625,1987
70071111,REAR/WIN GLAS VEH H- 87043190,KG,Hong Kong S.A.Re.Chi,25,15,,,,,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,India,7000,1478,,,,,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,Japan,40,4,41,9,476,73,128,54,73,23
70071111,REAR/WIN GLAS VEH H- 87043190,KG,"Korea, Republic of",27,5,86,17,9,5,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,Malaysia,61113,16195,448,70,30145,6934,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,New Zealand,118,15,,,,,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,O.Asia(Tai.For.Pe.Ki,137193,20581,1101,169,8109,2149,250,95,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,Peru,510,103,,,,,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,Spain,270,55,,,,,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,Swaziland,180,31,,,,,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,Switzerland,256,41,,,,,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,Thailand,303,44,1314,218,5486,917,9002,2044,3330,883
70071111,REAR/WIN GLAS VEH H- 87043190,KG,U.S.America,25,6,,,,,,,,
70071111,REAR/WIN GLAS VEH H- 87043190,KG,United Arab Emirates,56506,5655,2085,328,19840,3801,229,107,90,42
70071111,REAR/WIN GLAS VEH H- 87043190,KG,United Kingdom,2644,386,226,45,760,159,1570,692,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,ALL COUNTRIES,220944,263480,330565,289015,219676,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,Australia,10,2,36,8,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,Belgium,22,10,,,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,Brazil,1799,274,,,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,China,1402829,126954,989165,143096,1856374,253062,1682035,208242,506608,135923
70071119,OTHER GLASSES FOR VEH CH-87,KG,Czech Republic,1940,213,,,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,Germany,6860,1115,6929,1702,70,21,22863,5714,758,172
70071119,OTHER GLASSES FOR VEH CH-87,KG,Hong Kong S.A.Re.Chi,8092,1037,195621,26566,681,89,5110,523,3751,540
70071119,OTHER GLASSES FOR VEH CH-87,KG,India,49382,5034,37142,5313,29265,4256,43358,10144,41775,8906
70071119,OTHER GLASSES FOR VEH CH-87,KG,Indonesia,17687,1681,13065,2044,8237,1465,22688,3491,8046,2074
70071119,OTHER GLASSES FOR VEH CH-87,KG,Italy,3223,1340,,,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,Japan,23000,4176,35230,8064,19754,5406,33601,8733,20054,5809
70071119,OTHER GLASSES FOR VEH CH-87,KG,Korea D.P.Republic,12,3,,,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,"Korea, Republic of",1705,424,1702,311,3576,737,17,6,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,Malawi,14,4,,,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,Malaysia,110512,18775,19345,3149,68157,11083,41009,7952,18243,2804
70071119,OTHER GLASSES FOR VEH CH-87,KG,Netherlands,490,130,13630,2768,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,New Zealand,12,2,,,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,O.Asia(Tai.For.Pe.Ki,131402,22666,115399,23957,12267,2457,4220,674,12183,7782
70071119,OTHER GLASSES FOR VEH CH-87,KG,Philippines,64,16,,,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,Poland,72,18,,,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,Singapore,143972,19553,111086,22107,4438,999,493,69,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,Switzerland,268,47,,,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,Thailand,127379,17326,126492,25263,231223,50554,156936,38650,183048,53309
70071119,OTHER GLASSES FOR VEH CH-87,KG,Turkey,100,26,105,13,,,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,U.S.America,1903,415,2779,760,55,20,,,,
70071119,OTHER GLASSES FOR VEH CH-87,KG,United Arab Emirates,10996,1691,3331,894,3241,779,5817,1121,3687,710
70071119,OTHER GLASSES FOR VEH CH-87,KG,United Kingdom,116,18,33,8,66,15,619,135,1149,281
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,ALL COUNTRIES,531,19629,5165,2910,6244,,,,,
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,China,2182,448,619,222,4168,2090,64,36,,
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,France,45,9,,,,,,,,
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,Germany,2091,353,11262,8024,7198,3785,512,162,511,175
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,Ireland,30,6,,,,,,,,
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,"Korea, Republic of",285,58,215,52,38,19,,,,
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,Singapore,140,21,,,,,,,,
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,Sweden,708,170,34,25,13,13,,,,
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,Thailand,61,19,6021,5570,,,,,,
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,Turkey,120,25,,,,,,,,
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,U.S.America,468,86,32362,7819,1209,637,501,270,367,224
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,United Arab Emirates,10162,3000,1170,423,845,310,413,103,,
70071190,OTH SAFETY GLASS FOR AIRCRAFT,KG,United Kingdom,536,116,70,27,1,65,166,117,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,ALL COUNTRIES,15784,56552,20487,14019,44434,,,,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,Belgium,30,5,,,,,,,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,China,52597,10130,99478,25974,29747,10238,37020,13529,40743,17567
70071900,OTH THOUGHENED SAFTY GLASS,KG,Colombia,6735,1448,,,,,,,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,Germany,8,2,4472,1562,320,210,,,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,Hong Kong S.A.Re.Chi,600,133,,,,,,,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,Italy,53,25,470,80,421,278,60,28,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,Japan,259,61,346,104,13,4,91,27,10,6
70071900,OTH THOUGHENED SAFTY GLASS,KG,Netherlands,110,20,,,,,,,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,O.Asia(Tai.For.Pe.Ki,22151,3812,52696,28407,20490,7963,,,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,Singapore,23,6,6,1,20,7,,,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,Spain,48,24,,,,,,,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,Thailand,250,12,,,,,,,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,Turkey,7,2,7290,1715,1112,336,28,16,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,U.S.America,453,68,534,108,190,146,5464,2732,,
70071900,OTH THOUGHENED SAFTY GLASS,KG,United Arab Emirates,1862,228,189,42,296,196,35,16,43476,22917
70071900,OTH THOUGHENED SAFTY GLASS,KG,United Kingdom,110,23,26,7,436,87,1544,974,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,ALL COUNTRIES,8605,16195,20683,15164,106387,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Austria,4807,1075,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Brazil,730,252,130,131,600,357,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,China,11232,2080,808,526,1113,907,10,7,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Colombia,1107,1129,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,France,80,16,19,23,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Germany,11793,3421,765,440,1967,1323,1569,1299,485,358
70072111,LAMINA SAFETY GLAS H-87043190,KG,Greenland,80,42,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Hong Kong S.A.Re.Chi,11,7,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Indonesia,148,74,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Italy,57,40,1865,1319,30,12,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Japan,2726,716,349,239,1243,961,17,16,12303,5949
70072111,LAMINA SAFETY GLAS H-87043190,KG,"Korea, Republic of",43,9,981,495,23,16,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Luxembourg,101,48,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Malaysia,17000,12265,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,O.Asia(Tai.For.Pe.Ki,7007,7843,105648,64823,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Panama,16,8,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Peru,294,228,5950,4998,761,596,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Poland,122,28,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Russian Federation,2,1,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Spain,68,23,32,21,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Thailand,99,21,15,9,337,169,50,35,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Turkey,267,214,747,613,6207,3602,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,U.S.America,833,303,127,102,343,329,712,463,4013,1914
70072111,LAMINA SAFETY GLAS H-87043190,KG,United Arab Emirates,1313,372,2037,1269,9610,6230,11984,7222,55230,29126
70072111,LAMINA SAFETY GLAS H-87043190,KG,United Kingdom,1260,305,773,502,97,56,84,57,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Austria,48,12,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Belgium,74,28,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Brazil,6415,1604,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,China,62389,9436,166712,23762,185664,30364,146992,33319,65186,18993
70072111,LAMINA SAFETY GLAS H-87043190,KG,Czech Republic,8,2,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Denmark,40,16,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Finland,121,26,52,26,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Germany,1508,255,1193,304,1675,362,1401,514,715,316
70072111,LAMINA SAFETY GLAS H-87043190,KG,Hong Kong S.A.Re.Chi,570,82,21123,3107,9387,1345,5781,1894,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Hungary,20,5,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Indonesia,4089,792,13827,3123,4493,890,726,161,10084,3069
70072111,LAMINA SAFETY GLAS H-87043190,KG,Italy,1194,303,345,135,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Japan,24235,4661,63468,15028,72924,10242,5610,2039,9766,4221
70072111,LAMINA SAFETY GLAS H-87043190,KG,"Korea, Republic of",643,61,2570,604,155,31,43,24,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Luxembourg,729,188,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Malaysia,153,42,3606,3348,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Netherlands,145,75,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,O.Asia(Tai.For.Pe.Ki,97683,16989,189287,38281,179899,36372,63828,15586,70391,18238
70072111,LAMINA SAFETY GLAS H-87043190,KG,Panama,75,25,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Peru,3840,1127,12538,5843,10000,2567,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Poland,56,27,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Singapore,4933,795,5168,1154,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,South Africa,130,30,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,Thailand,2382,448,944,213,3727,944,6362,1594,8884,2986
70072111,LAMINA SAFETY GLAS H-87043190,KG,Turkey,30,8,,,,,,,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,U.S.America,510,102,1307,326,78,16,1000,623,,
70072111,LAMINA SAFETY GLAS H-87043190,KG,United Arab Emirates,148,27,5081,1083,7029,2567,9526,3536,28217,12903
70072111,LAMINA SAFETY GLAS H-87043190,KG,United Kingdom,1924,482,2014,428,1534,384,550,244,,
70072190,OTH LAMINATED SAFTY GLASS,KG,ALL COUNTRIES,3266,31868,42367,719,947,,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,Australia,68,15,125,54,,,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,Austria,7,2,,,,,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,Brazil,20,4,,,,,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,China,4466,690,492,68,3757,900,108,51,50,27
70072190,OTH LAMINATED SAFTY GLASS,KG,Denmark,61,29,258,132,,,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,France,140,28,676,203,166,43,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,Germany,359,92,836,199,133,46,151,87,212,116
70072190,OTH LAMINATED SAFTY GLASS,KG,Hungary,21,16,,,,,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,Italy,160,34,,,,,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,Japan,7125,1670,283,213,,,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,Netherlands,206,64,,,,,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,O.Asia(Tai.For.Pe.Ki,134287,29058,96966,36897,62,15,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,Slovakia/Slovak R.,13,4,,,,,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,Thailand,5817,2909,67,18,2,1,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,Turkey,32,6,270,87,,,,,,
70072190,OTH LAMINATED SAFTY GLASS,KG,U.S.America,1255,284,1335,318,156,103,198,133,,
70072190,OTH LAMINATED SAFTY GLASS,KG,United Arab Emirates,2778,505,1590,352,515,180,213,122,1997,477
70072190,OTH LAMINATED SAFTY GLASS,KG,United Kingdom,5839,1657,4060,1220,27,8,50,30,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,ALL COUNTRIES,27273,153430,14805,32234,40893,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Australia,45,9,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Austria,122,75,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Belgium,226,116,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,China,68376,8174,28925,6176,42040,13545,43331,19994,35439,18902
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Denmark,99,21,49,30,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Germany,196,22,148,38,4992,2122,4033,3032,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Hong Kong S.A.Re.Chi,1323,278,10964,2376,30,11,229,161,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Hungary,23,11,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Italy,965,117,501,121,55,28,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Japan,1920,455,103,28,10,3,1214,589,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,"Korea, Republic of",669,332,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Netherlands,430,129,100,48,19,8,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,O.Asia(Tai.For.Pe.Ki,113413,16517,537153,142385,1743,1710,29522,18119,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Peru,3210,1890,18,12,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Saudi Arabia,305,41,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Singapore,35,7,60,36,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Slovenia,73,30,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Spain,8,4,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Sweden,50,59,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Thailand,6077,3075,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Turkey,533,48,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,U.S.America,8194,1369,709,167,1418,815,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,United Arab Emirates,45,11,8148,1791,430,128,3992,2279,976,513
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,United Kingdom,1294,225,1622,357,100,32,117,61,7,3
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,China,4658,489,13009,1891,76064,15210,1880,566,147,81
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Japan,80,54,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,O.Asia(Tai.For.Pe.Ki,5255,631,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Singapore,6079,766,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Turkey,190,41,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,U.S.America,300,55,2058,823,2405,1376,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,United Arab Emirates,12040,1471,37709,5172,67844,15790,8954,3415,36800,20723
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Australia,13,3,4,1,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,China,26905,5592,29651,7964,34063,8174,20762,4731,5178,2281
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Czech Republic,43,25,83,29,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Denmark,45,31,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,France,131,74,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Germany,795,322,96,62,406,119,145,62,62,29
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Hong Kong S.A.Re.Chi,114,30,152,35,8,4,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Hungary,10842,3039,386,174,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Indonesia,97,27,44,22,1299,380,730,235,88,34
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Italy,10,4,303,91,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Japan,18638,8447,19060,9973,24992,7302,14232,4713,35227,17834
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Korea D.P.Republic,196,112,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,"Korea, Republic of",255,85,15,6,82,35,222,107,440,272
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Malaysia,140,72,1125,350,7,2,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Netherlands,106,41,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,New Zealand,57,17,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,O.Asia(Tai.For.Pe.Ki,2259,859,2478,1005,2229,578,1616,374,929,338
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Russian Federation,5,1,5,2,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Singapore,6771,1878,1646,638,97,38,418,179,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Spain,13,4,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Thailand,11644,4486,7507,3557,23959,6491,32533,10663,19150,8934
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Turkey,110,33,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,U.S.America,450,147,237,100,14,8,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,United Arab Emirates,285,110,5,3,229,55,18,9,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,United Kingdom,72,26,524,209,103,26,48,15,3,2
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Australia,275,97,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Canada,4,2,4,2,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,China,11005,5297,15373,4994,35172,10858,47022,11097,41242,11544
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Czech Republic,35,10,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Denmark,266,69,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,France,299,109,85,37,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Germany,2568,1346,1270,617,1487,724,1091,364,385,138
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Hong Kong S.A.Re.Chi,8,4,11,4,1105,312,29,8,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Hungary,3,1,110,52,1300,411,4074,2023,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Indonesia,80,32,28,11,100,38,128,45,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Italy,20,7,36,12,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Japan,11510,7148,22408,9657,32085,10774,35183,9973,25688,7920
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,"Korea, Republic of",77,43,81,30,253,75,544,171,781,252
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Malaysia,6,3,23656,10996,22,7,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,O.Asia(Tai.For.Pe.Ki,3420,1488,7917,3667,18302,5956,12030,4329,15533,5166
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Singapore,9,3,525,205,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Slovakia/Slovak R.,737,219,,,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Sweden,10,5,7,3,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Switzerland,641,192,72,28,,,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,Thailand,467,175,130,47,1857,495,4580,1160,2740,972
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,U.S.America,529,272,91,49,62,19,,,,
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,United Arab Emirates,460,224,47,26,91,31,110,27,665,378
70072900,"OTHER, LIMINATED SAFETY GLASS",KG,United Kingdom,1025,590,156,65,194,84,140,65,673,273
70099100,UNFRAMED GLASS MIRRORS,KG,ALL COUNTRIES,262214,248849,535153,676860,734142,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,Belgium,12613,1106,7096,958,5928,1998,9593,3509,,
70099100,UNFRAMED GLASS MIRRORS,KG,Chile,7697,2263,,,,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,China,2670795,230942,1438228,238594,2552745,517058,2486820,673062,2284130,722733
70099100,UNFRAMED GLASS MIRRORS,KG,Czech Republic,30,12,,,,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,Europeans Union,846,210,,,,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,France,695,81,843,262,,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,Germany,370,82,794,182,104,34,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,Hong Kong S.A.Re.Chi,355,20,610,134,173,31,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,India,908,71,,,,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,Indonesia,13175,1254,16,2,24922,6305,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,Italy,570,57,9,3,333,103,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,"Korea, Republic of",18,5,,,,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,Luxembourg,3468,1056,,,,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,Malaysia,2025,643,,,,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,New Zealand,355,78,,,,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,O.Asia(Tai.For.Pe.Ki,575,48,16562,3170,13824,3133,13,5,276,95
70099100,UNFRAMED GLASS MIRRORS,KG,Oman,50,23,,,,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,Russian Federation,218,47,,,,,,,,
70099100,UNFRAMED GLASS MIRRORS,KG,Saudi Arabia,258084,25472,22392,2685,1984,875,814,267,,
