hs_code,commodity,unit,country,2008-2009_quantity,2008-2009_value_000rs,2009-2010_quantity,2009-2010_value_000rs,2010-2011_quantity,2010-2011_value_000rs,2011-2012_quantity,2011-2012_value_000rs,2012-2013_quantity,2012-2013_value_000rs
01011000,PURE BRED BREEDING ANIMALS,NO,ALL COUNTRIES,1500,521,,,,,,,,
01011000,PURE BRED BREEDING ANIMALS,NO,United Arab Emirates,3,1500,2,521,,,,,,
01012100,PURE BRED BREEDING HORSES,NO,ALL COUNTRIES,5985,,,,,,,,,
01012100,PURE BRED BREEDING HORSES,NO,Germany,6,2556,,,,,,,,
01012100,PURE BRED BREEDING HORSES,NO,United Kingdom,7,3429,,,,,,,,
01012900,OTHER LIVE HORSES,NO,ALL COUNTRIES,9580,,,,,,,,,
01012900,OTHER LIVE HORSES,NO,Argentina,16,7940,,,,,,,,
01012900,OTHER LIVE HORSES,NO,Germany,3,1640,,,,,,,,
01019000,"OTHER, HORSES",NO,ALL COUNTRIES,15814,6931,26465,14019,15613,,,,,
01019000,"OTHER, HORSES",NO,Argentina,55,4618,8,5925,,,,,,
01019000,"OTHER, HORSES",NO,Canada,30,1441,,,,,,,,
01019000,"OTHER, HORSES",NO,Denmark,28,14238,3,1120,,,,,,
01019000,"OTHER, HORSES",NO,Germany,1,30,1,39,29,15947,7,2367,,
01019000,"OTHER, HORSES",NO,Japan,20,11386,,,,,,,,
01019000,"OTHER, HORSES",NO,Malaysia,1,53,,,,,,,,
01019000,"OTHER, HORSES",NO,South Africa,1,166,,,,,,,,
01019000,"OTHER, HORSES",NO,U.S.America,5,1256,3,1500,,,,,,
01019000,"OTHER, HORSES",NO,United Arab Emirates,3,1500,5,2848,6,2336,,,,
01019000,"OTHER, HORSES",NO,United Kingdom,1,46,8,4044,9,4644,3,1838,3,1500
01021020,PURE BRED BREEDING BULLS,NO,ALL COUNTRIES,5867,885,2548,,,,,,,
01021020,PURE BRED BREEDING BULLS,NO,Australia,24,5867,6,799,50,2548,,,,
01021020,PURE BRED BREEDING BULLS,NO,Oman,2,86,,,,,,,,
01021030,PURE BRED BREEDING COWS,NO,ALL COUNTRIES,509157,351801,731193,,,,,,,
01021030,PURE BRED BREEDING COWS,NO,Australia,2836,509157,2119,350765,9560,731193,,,,
01021030,PURE BRED BREEDING COWS,NO,Oman,8,1036,,,,,,,,
01022110,PURE BRED BREEDING BULLS,NO,ALL COUNTRIES,5642,4043,,,,,,,,
01022110,PURE BRED BREEDING BULLS,NO,Australia,56,5642,10,4043,,,,,,
01022120,PURE BRED BREEDING COWS,NO,ALL COUNTRIES,594132,1747281,,,,,,,,
01022120,PURE BRED BREEDING COWS,NO,Australia,2624,552218,6047,1695389,,,,,,
01022120,PURE BRED BREEDING COWS,NO,Sweden,78,41914,165,51892,,,,,,
01022190,OTH PURE BRED BREEDING ANIMAL,NO,ALL COUNTRIES,41992,,,,,,,,,
01022190,OTH PURE BRED BREEDING ANIMAL,NO,Sweden,165,41992,,,,,,,,
01022910,OTHER BULLS,NO,ALL COUNTRIES,555,,,,,,,,,
01022910,OTHER BULLS,NO,Australia,3,555,,,,,,,,
01022920,OTHER COWS,NO,ALL COUNTRIES,265157,441095,,,,,,,,
01022920,OTHER COWS,NO,Australia,1164,263855,1225,309437,,,,,,
01022920,OTHER COWS,NO,Bolivia,481,131658,,,,,,,,
01022920,OTHER COWS,NO,United Arab Emirates,7,1302,,,,,,,,
01029000,OTHER LIVE BOVINE ANIMALS,NO,ALL COUNTRIES,55,,,,,,,,,
01029000,OTHER LIVE BOVINE ANIMALS,NO,Belgium,1,55,,,,,,,,
01029030,OTHER COWS,NO,ALL COUNTRIES,148550,,,,,,,,,
01029030,OTHER COWS,NO,Australia,1723,148550,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,ALL COUNTRIES,103,228,5629,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,Australia,3,108,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,France,1,50,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,Germany,16,741,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,India,1,25,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,Ireland,2,100,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,Italy,1,50,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,Japan,1,35,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,Somalia,202,3528,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,South Africa,3,109,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,Thailand,3,200,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,U.S.America,2,85,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,United Arab Emirates,1,103,3,109,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,United Kingdom,2,68,16,649,,,,,,
01041000,SHEEP LIVE,NO,ALL COUNTRIES,547,,,,,,,,,
01041000,SHEEP LIVE,NO,Saudi Arabia,39,405,,,,,,,,
01041000,SHEEP LIVE,NO,United Arab Emirates,15,142,,,,,,,,
01042000,"GOATS, LIVE",NO,ALL COUNTRIES,486,164,717,799,,,,,,
01042000,"GOATS, LIVE",NO,India,35,84,100,228,,,,,,
01042000,"GOATS, LIVE",NO,Iran ( Islamic R.),22,243,,,,,,,,
01042000,"GOATS, LIVE",NO,Nigeria,21,243,4,80,3,52,,,,
01042000,"GOATS, LIVE",NO,Somalia,200,437,,,,,,,,
01042000,"GOATS, LIVE",NO,South Africa,18,675,,,,,,,,
01042000,"GOATS, LIVE",NO,United Kingdom,49,124,,,,,,,,
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,ALL COUNTRIES,82574,194453,146121,291774,359665,,,,,
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,Australia,118912,24984,,,,,,,,
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,Czech Republic,2400,678,,,,,,,,
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,France,123440,37626,306744,117133,123095,62760,254979,114319,396676,205961
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,Germany,8280,3952,17520,9127,12138,4822,,,,
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,Hungary,8986,4460,,,,,,,,
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,Iran ( Islamic R.),880,266,,,,,,,,
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,Netherlands,20160,4417,9870,4681,29003,9333,,,,
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,Poland,20500,8170,,,,,,,,
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,U.S.America,68250,20444,107549,44221,86295,46899,303244,135042,222524,143744
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,United Arab Emirates,7400,3698,,,,,,,,
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,United Kingdom,99908,24238,54435,27829,33900,15783,,,,
01051300,"DUCKS, WEIGHT UPTO 185 GRAM",NO,ALL COUNTRIES,218,,,,,,,,,
01051300,"DUCKS, WEIGHT UPTO 185 GRAM",NO,Netherlands,54,218,,,,,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,ALL COUNTRIES,257,,,,,,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,Netherlands,16,257,,,,,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,Australia,9697,2486,2741,821,,,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,Belgium,1200,487,,,,,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,France,113578,46443,45315,29250,,,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,Germany,7040,2726,63872,28637,35352,16165,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,Hungary,1562,781,,,,,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,Netherlands,28996,3633,9077,5142,27480,13255,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,Saudi Arabia,1472,736,,,,,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,Thailand,28,17,,,,,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,U.S.America,127894,53885,11279,5813,,,,,,
01051400,"GEESE,WEIGHT UPTO 185 GRAMS",NO,United Kingdom,26616,11579,,,,,,,,
01059400,OTH FOWLS OF SPECIES GALLUS,NO,ALL COUNTRIES,10829,120230,118699,233338,269961,,,,,
01059400,OTH FOWLS OF SPECIES GALLUS,NO,Australia,5700,571,11500,3256,,,,,,
01059400,OTH FOWLS OF SPECIES GALLUS,NO,France,37440,8841,,,,,,,,
01059400,OTH FOWLS OF SPECIES GALLUS,NO,Germany,5600,1417,21302,10567,12096,5364,,,,
01059400,OTH FOWLS OF SPECIES GALLUS,NO,Netherlands,5540,1907,1500,751,74889,64763,,,,
01059400,OTH FOWLS OF SPECIES GALLUS,NO,U.S.America,107906,50300,75565,73633,386553,136046,172968,99141,,
01059400,OTH FOWLS OF SPECIES GALLUS,NO,United Kingdom,155830,56107,103138,37795,180982,96541,127561,106057,,
01059900,OTH LIVE POULTRY,NO,ALL COUNTRIES,26293,44024,95933,,,,,,,
01059900,OTH LIVE POULTRY,NO,Bahrain,27,16,,,,,,,,
01059900,OTH LIVE POULTRY,NO,France,11500,2089,,,,,,,,
01059900,OTH LIVE POULTRY,NO,Germany,122120,42306,,,,,,,,
01059900,OTH LIVE POULTRY,NO,Netherlands,66176,11000,45433,35977,,,,,,
01059900,OTH LIVE POULTRY,NO,United Arab Emirates,2,25,,,,,,,,
01059900,OTH LIVE POULTRY,NO,United Kingdom,84250,26293,132272,33024,12040,15520,,,,
01061100,PRIMATES,NO,ALL COUNTRIES,35,,,,,,,,,
01061100,PRIMATES,NO,Nigeria,1,35,,,,,,,,
01061200,"WHALES, DOLPHINES & PERPOISES",NO,ALL COUNTRIES,75,176,35,,,,,,,
01061200,"WHALES, DOLPHINES & PERPOISES",NO,Germany,2,75,5,176,1,35,,,,
01061900,OTHER MAMMALS,NO,ALL COUNTRIES,5200,10819,12081,1761,3310,,,,,
01061900,OTHER MAMMALS,NO,Afghanistan,11,295,13,365,,,,,,
01061900,OTHER MAMMALS,NO,Australia,3,93,3,157,1,45,,,,
01061900,OTHER MAMMALS,NO,Austria,1,30,,,,,,,,
01061900,OTHER MAMMALS,NO,Bahrain,6,120,1,30,13,563,,,,
01061900,OTHER MAMMALS,NO,Bangladesh,3,155,3,55,,,,,,
01061900,OTHER MAMMALS,NO,Belgium,9,465,,,,,,,,
01061900,OTHER MAMMALS,NO,Brazil,27,867,,,,,,,,
01061900,OTHER MAMMALS,NO,Canada,3,120,5,155,5,223,,,,
01061900,OTHER MAMMALS,NO,China,10,630,,,,,,,,
01061900,OTHER MAMMALS,NO,D.R.of Congo,15,424,,,,,,,,
01061900,OTHER MAMMALS,NO,Denmark,11,440,,,,,,,,
01061900,OTHER MAMMALS,NO,France,1,30,,,,,,,,
01061900,OTHER MAMMALS,NO,Germany,13,818,18,727,31,1111,10,461,42,444
01061900,OTHER MAMMALS,NO,Hong Kong S.A.Re.Chi,9,45,,,,,,,,
01061900,OTHER MAMMALS,NO,Hungary,1,48,,,,,,,,
01061900,OTHER MAMMALS,NO,India,2,101,1,15,,,,,,
01061900,OTHER MAMMALS,NO,Indonesia,1,24,,,,,,,,
01061900,OTHER MAMMALS,NO,Italy,3,90,,,,,,,,
01061900,OTHER MAMMALS,NO,Japan,4,173,,,,,,,,
01061900,OTHER MAMMALS,NO,"Korea, Republic of",1,40,,,,,,,,
01061900,OTHER MAMMALS,NO,Kuwait,1,35,,,,,,,,
01061900,OTHER MAMMALS,NO,Malaysia,26,536,2,82,,,,,,
01061900,OTHER MAMMALS,NO,Nepal,2,30,,,,,,,,
01061900,OTHER MAMMALS,NO,Netherlands,5,148,100,4314,,,,,,
01061900,OTHER MAMMALS,NO,Nigeria,4,124,2,64,,,,,,
01061900,OTHER MAMMALS,NO,Norway,2,83,,,,,,,,
01061900,OTHER MAMMALS,NO,O.Asia(Tai.For.Pe.Ki,2,137,,,,,,,,
01061900,OTHER MAMMALS,NO,Somalia,175,4371,,,,,,,,
01061900,OTHER MAMMALS,NO,South Africa,2,105,2,50,22,1110,,,,
01061900,OTHER MAMMALS,NO,Sweden,1,59,,,,,,,,
01061900,OTHER MAMMALS,NO,Thailand,4,215,14,487,5,155,1,55,2,70
01061900,OTHER MAMMALS,NO,U.R.of Tanzania,28,655,33,1312,,,,,,
01061900,OTHER MAMMALS,NO,U.S.America,1,44,10,421,2,94,14,522,2,106
01061900,OTHER MAMMALS,NO,Ukraine,3,167,,,,,,,,
01061900,OTHER MAMMALS,NO,United Arab Emirates,2,95,54,1659,6,207,8,399,5,150
01061900,OTHER MAMMALS,NO,United Kingdom,19,1043,80,3329,15,508,5,187,3,134
01061900,OTHER MAMMALS,NO,Uzbekistan,34,550,,,,,,,,
01061900,OTHER MAMMALS,NO,Guinea-Bissau,1150,465,,,,,,,,
01061900,OTHER MAMMALS,NO,U.S.America,3,163,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,ALL COUNTRIES,57,981,597,210,580,,,,,
01063190,OTHER BIRDS OF PREY,NO,Bahrain,60,27,1020,427,7,2,60,98,,
01063190,OTHER BIRDS OF PREY,NO,Belgium,561,227,122,99,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Canada,766,350,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,"Congo, Republic of",44,18,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Germany,26,53,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Kenya,66,20,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Kuwait,172,102,30,57,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Lao People's D.R.,11,10,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Malaysia,92,30,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Netherlands,54,24,107,137,178,326,,,,
01063190,OTHER BIRDS OF PREY,NO,Qatar,3,2,177,55,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Saudi Arabia,51,20,9,5,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Spain,177,176,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Sri Lanka,5,5,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,U.S.America,5,5,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,United Arab Emirates,69,69,109,33,12,20,,,,
01063190,OTHER BIRDS OF PREY,NO,United Kingdom,13,28,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,ALL COUNTRIES,17262,46800,120949,53837,45236,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Argentina,2,3,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Australia,1505,1513,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Bahrain,4366,5193,11770,19306,10482,11364,10396,11683,3961,3516
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Barbados,16,33,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Belgium,265,239,338,932,2392,2559,1269,1572,5959,4951
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Brazil,103,207,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Cameroon,200,300,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,"Congo, Republic of",1121,1329,5142,6574,8576,9927,2710,4555,8964,6569
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Czech Republic,173,175,1780,1958,2572,2433,7298,4530,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,D.R.of Congo,1080,1620,895,1415,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,France,23215,23230,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Germany,220,286,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Guinea,200,170,508,321,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Guyana,2126,2095,2961,5259,2473,2483,2702,2974,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Hong Kong S.A.Re.Chi,265,270,60,69,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Iran ( Islamic R.),39,39,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Japan,918,602,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,"Korea, Republic of",50,75,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Kuwait,33,49,11,9,70,41,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Lebanon,340,343,3527,3650,2045,2396,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Mali,100,120,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Netherlands,4168,4570,5882,5624,8541,8683,5605,6696,17188,9121
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Netherlands Antilles,408,429,38,57,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,New Zealand,559,675,418,445,1180,1190,2905,2893,1769,2045
01063200,PSITTACIFORMES(INCL.PARROTS),NO,O.Asia(Tai.For.Pe.Ki,90,90,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Oman,640,180,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Poland,1160,1167,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Qatar,2,7,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Saudi Arabia,15,12,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Singapore,341,341,600,601,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,South Africa,473,749,1244,1410,7536,7905,7154,10331,10575,5688
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Suriname,2010,2390,926,2724,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Thailand,359,472,383,384,623,732,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Turkey,70,92,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,U.R.of Tanzania,100,91,364,395,158,156,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,U.S.America,42286,42437,8,10,38,42,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,United Arab Emirates,16,16,3124,3746,4913,5060,3150,3058,2176,2337
01063200,PSITTACIFORMES(INCL.PARROTS),NO,United Kingdom,102,86,10,10,,,,,,
01063900,OTHER BIRDS,NO,ALL COUNTRIES,10981,25649,1039,2891,832,,,,,
01063900,OTHER BIRDS,NO,Afghanistan,278,225,,,,,,,,
01063900,OTHER BIRDS,NO,Australia,2197,1644,1022,1023,1700,1370,,,,
01063900,OTHER BIRDS,NO,Bahrain,2173,1593,3933,3195,30,35,392,346,50,45
01063900,OTHER BIRDS,NO,Belgium,59,24,218,102,90,90,,,,
01063900,OTHER BIRDS,NO,Canada,80,90,,,,,,,,
01063900,OTHER BIRDS,NO,China,69,43,,,,,,,,
01063900,OTHER BIRDS,NO,"Congo, Republic of",350,273,,,,,,,,
01063900,OTHER BIRDS,NO,D.R.of Congo,1803,1312,,,,,,,,
01063900,OTHER BIRDS,NO,France,1600,1550,,,,,,,,
01063900,OTHER BIRDS,NO,Germany,33,28,47,58,107,105,5,5,,
01063900,OTHER BIRDS,NO,Guinea,100,109,,,,,,,,
01063900,OTHER BIRDS,NO,Guyana,890,892,4,8,,,,,,
01063900,OTHER BIRDS,NO,Iran ( Islamic R.),248,248,325,338,,,,,,
01063900,OTHER BIRDS,NO,Kuwait,125,98,32,20,,,,,,
01063900,OTHER BIRDS,NO,Luxembourg,180,81,,,,,,,,
01063900,OTHER BIRDS,NO,Mozambique,175,116,100,105,,,,,,
01063900,OTHER BIRDS,NO,Netherlands,3022,1941,6601,5938,394,419,267,244,,
01063900,OTHER BIRDS,NO,New Zealand,742,462,,,,,,,,
01063900,OTHER BIRDS,NO,Nigeria,60,50,,,,,,,,
01063900,OTHER BIRDS,NO,Qatar,187,135,,,,,,,,
01063900,OTHER BIRDS,NO,Saudi Arabia,23,12,10,10,,,,,,
01063900,OTHER BIRDS,NO,Singapore,54,97,,,,,,,,
01063900,OTHER BIRDS,NO,South Africa,721,953,2105,1873,83,91,,,,
01063900,OTHER BIRDS,NO,Thailand,86,55,183,228,,,,,,
01063900,OTHER BIRDS,NO,U.R.of Tanzania,125,87,9120,8903,70,80,,,,
01063900,OTHER BIRDS,NO,U.S.America,50,50,5,15,22,23,,,,
01063900,OTHER BIRDS,NO,United Arab Emirates,1044,1036,1259,876,178,190,104,140,,
01063900,OTHER BIRDS,NO,United Kingdom,2338,1609,258,310,50,79,105,175,140,140
01064100,BEES,NO,ALL COUNTRIES,1612,,,,,,,,,
01064100,BEES,NO,Afghanistan,836,1612,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,ALL COUNTRIES,13798,10348,18450,26916,27244,,,,,
01069000,OTHER LIVES ANIMALS,NO,Afghanistan,66,1859,98,3026,157,5080,737,7301,24,965
01069000,OTHER LIVES ANIMALS,NO,Argentina,1,30,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Australia,4,162,2,55,45,1636,14,535,2,70
01069000,OTHER LIVES ANIMALS,NO,Austria,2,81,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahamas,1,15,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,1,52,2,93,1,35,,,,
01069000,OTHER LIVES ANIMALS,NO,Bangladesh,1,70,1,35,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Belgium,21,630,1,49,8,371,,,,
01069000,OTHER LIVES ANIMALS,NO,Canada,1,10,17,1223,4,140,5,293,2,98
01069000,OTHER LIVES ANIMALS,NO,China,4,99,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Czech Republic,5,219,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Denmark,2,120,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Egypt(U.A.R.),2,65,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,France,4,372,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Germany,44,1869,46,1718,56,1801,76,3203,101,5210
01069000,OTHER LIVES ANIMALS,NO,Guyana,56,2725,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Hungary,2,54,5,202,,,,,,
01069000,OTHER LIVES ANIMALS,NO,India,1,25,2,100,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Indonesia,5,1068,1,35,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Iran ( Islamic R.),1,25,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Ireland,4,141,7,246,7,340,,,,
01069000,OTHER LIVES ANIMALS,NO,Italy,2,95,1,50,3,130,2,120,,
01069000,OTHER LIVES ANIMALS,NO,Japan,2,73,5,154,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Jordan,3,74,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kenya,1,60,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,"Korea, Republic of",1,46,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,6,119,1,21,4,164,,,,
01069000,OTHER LIVES ANIMALS,NO,Kyrgyzstan/Kyrgyz R.,2,61,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Lebanon,5,163,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Malaysia,4,120,4,186,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Namibia,3,107,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Nepal,5,147,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Netherlands,17,429,11,383,9,340,31,585,14,559
01069000,OTHER LIVES ANIMALS,NO,Norway,5,196,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,O.Asia(Tai.For.Pe.Ki,5,230,11,338,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Philippines,1,42,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Qatar,1,34,3,135,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Russian Federation,2,91,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,1,30,2,100,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Singapore,1,50,4,150,,,,,,
01069000,OTHER LIVES ANIMALS,NO,South Africa,2,80,8,262,115,3716,142,5042,141,7522
01069000,OTHER LIVES ANIMALS,NO,Spain,6,401,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Sri Lanka,1,15,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Sweden,3,122,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Switzerland,1,43,3,160,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Thailand,16,1063,6,196,4,134,20,729,20,958
01069000,OTHER LIVES ANIMALS,NO,U.R.of Tanzania,18,431,13,476,3,90,,,,
01069000,OTHER LIVES ANIMALS,NO,U.S.America,20,893,17,741,9,325,39,1294,37,1471
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,4,140,14,447,15,488,19,613,13,681
01069000,OTHER LIVES ANIMALS,NO,United Kingdom,79,3674,23,904,113,3705,152,5382,151,5337
01069000,OTHER LIVES ANIMALS,NO,Uzbekistan,1,42,1,46,,,,,,
01069000,OTHER LIVES ANIMALS,NO,India,323982,37293,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Japan,2842,1108,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,India,28000,5232,94782,20760,13980,3042,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,509,116,620,148,1978,502,,,,
01069000,OTHER LIVES ANIMALS,NO,Sweden,50,10,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,1815,253,504,124,,,,,,
01069000,OTHER LIVES ANIMALS,NO,India,356252,53552,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,480,97,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Kingdom,32,9,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Australia,94,33,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,India,14220,4037,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,741,203,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,101994,49585,22142,7805,55392,16713,,,,
01069000,OTHER LIVES ANIMALS,NO,Australia,294,68,16148,6143,1503,398,,,,
01069000,OTHER LIVES ANIMALS,NO,Benin,400,151,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Brazil,29951,5408,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,China,12082,1370,41327,12804,122757,46909,117183,55070,,
01069000,OTHER LIVES ANIMALS,NO,Denmark,12,4,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Germany,1020,907,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,India,1174757,148491,1655150,251349,1093799,299320,1414606,335897,720263,183113
01069000,OTHER LIVES ANIMALS,NO,Japan,2062,1057,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Jordan,2352,634,5696,2227,,,,,,
01069000,OTHER LIVES ANIMALS,NO,"Korea, Republic of",13,4,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Malaysia,43187,11510,67701,22889,2800,858,,,,
