Source_File,Date,Category,Item_No,Item_Description,Unit,City,Metric,Value
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,5,Beef with Bone (Average Quality),1 Kg,Sargodha,MAX,1150.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Islamabad,MIN,2550.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Islamabad,AVG,2628.81
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Islamabad,MAX,2700.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Rawalpindi,MIN,2550.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Rawalpindi,AVG,2642.77
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Rawalpindi,MAX,2750.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Gujranwala,MIN,2200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Gujranwala,AVG,2200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Gujranwala,MAX,2200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Sialkot,MIN,2200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Sialkot,AVG,2200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Sialkot,MAX,2200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Lahore,MIN,2500.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Lahore,AVG,2528.17
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Lahore,MAX,2600.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Faisalabad,MIN,2200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Faisalabad,AVG,2200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Faisalabad,MAX,2200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Sargodha,MIN,2100.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Sargodha,AVG,2133.2
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,6,Mutton (Average Quality),1 Kg,Sargodha,MAX,2150.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Islamabad,MIN,355.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Islamabad,AVG,367.31
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Islamabad,MAX,390.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Rawalpindi,MIN,355.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Rawalpindi,AVG,361.64
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Rawalpindi,MAX,370.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Gujranwala,MIN,348.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Gujranwala,AVG,348.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Gujranwala,MAX,348.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Sialkot,MIN,348.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Sialkot,AVG,348.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Sialkot,MAX,348.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Lahore,MIN,348.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Lahore,AVG,348.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Lahore,MAX,348.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Faisalabad,MIN,370.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Faisalabad,AVG,370.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Faisalabad,MAX,370.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Sargodha,MIN,355.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Sargodha,AVG,358.33
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,7,Chicken Farm Broiler (Live),1 Kg,Sargodha,MAX,360.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Islamabad,MIN,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Islamabad,AVG,238.23
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Islamabad,MAX,250.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Rawalpindi,MIN,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Rawalpindi,AVG,219.64
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Rawalpindi,MAX,240.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Gujranwala,MIN,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Gujranwala,AVG,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Gujranwala,MAX,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Sialkot,MIN,170.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Sialkot,AVG,170.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Sialkot,MAX,170.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Lahore,MIN,180.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Lahore,AVG,195.15
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Lahore,MAX,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Faisalabad,MIN,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Faisalabad,AVG,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Faisalabad,MAX,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Sargodha,MIN,170.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Sargodha,AVG,173.27
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,8,Milk fresh (Un-boiled),1 Ltr,Sargodha,MAX,180.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Islamabad,MIN,240.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Islamabad,AVG,257.43
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Islamabad,MAX,260.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Rawalpindi,MIN,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Rawalpindi,AVG,242.46
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Rawalpindi,MAX,260.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Gujranwala,MIN,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Gujranwala,AVG,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Gujranwala,MAX,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Sialkot,MIN,180.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Sialkot,AVG,180.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Sialkot,MAX,180.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Lahore,MIN,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Lahore,AVG,234.11
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Lahore,MAX,240.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Faisalabad,MIN,240.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Faisalabad,AVG,240.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Faisalabad,MAX,240.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Sargodha,MIN,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Sargodha,AVG,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,9,Curd (Dahi) Loose,1 Kg,Sargodha,MAX,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Islamabad,MIN,1130.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Islamabad,AVG,1148.29
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Islamabad,MAX,1170.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Rawalpindi,MIN,1140.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Rawalpindi,AVG,1146.65
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Rawalpindi,MAX,1160.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Gujranwala,MIN,1140.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Gujranwala,AVG,1140.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Gujranwala,MAX,1140.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Sialkot,MIN,1180.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Sialkot,AVG,1180.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Sialkot,MAX,1180.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Lahore,MIN,1170.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Lahore,AVG,1170.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Lahore,MAX,1170.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Faisalabad,MIN,1170.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Faisalabad,AVG,1170.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Faisalabad,MAX,1170.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Sargodha,MIN,1150.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Sargodha,AVG,1150.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,10,Powdered Milk NIDO 390 gm Polybag,Each,Sargodha,MAX,1150.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Islamabad,MIN,225.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Islamabad,AVG,230.37
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Islamabad,MAX,240.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Rawalpindi,MIN,225.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Rawalpindi,AVG,229.32
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Rawalpindi,MAX,235.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Gujranwala,MIN,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Gujranwala,AVG,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Gujranwala,MAX,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Sialkot,MIN,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Sialkot,AVG,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Sialkot,MAX,220.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Lahore,MIN,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Lahore,AVG,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Lahore,MAX,200.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Faisalabad,MIN,224.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Faisalabad,AVG,224.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Faisalabad,MAX,224.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Sargodha,MIN,224.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Sargodha,AVG,224.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,11,Eggs Hen (Farm),1 Dozen,Sargodha,MAX,224.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Islamabad,MIN,660.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Islamabad,AVG,686.46
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Islamabad,MAX,720.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Rawalpindi,MIN,650.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Rawalpindi,AVG,659.3
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Rawalpindi,MAX,670.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Gujranwala,MIN,500.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Gujranwala,AVG,500.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Gujranwala,MAX,500.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Sialkot,MIN,550.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Sialkot,AVG,550.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Sialkot,MAX,550.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Lahore,MIN,540.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Lahore,AVG,547.1
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Lahore,MAX,560.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Faisalabad,MIN,560.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Faisalabad,AVG,560.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Faisalabad,MAX,560.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Sargodha,MIN,500.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Sargodha,AVG,500.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,12,Mustard Oil (Average Quality),1 Kg,Sargodha,MAX,500.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Islamabad,MIN,2970.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Islamabad,AVG,2970.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Islamabad,MAX,2970.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Rawalpindi,MIN,2970.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Rawalpindi,AVG,2970.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Rawalpindi,MAX,2970.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Gujranwala,MIN,2970.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Gujranwala,AVG,2970.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Gujranwala,MAX,2970.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Sialkot,MIN,2970.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Sialkot,AVG,2970.0
Annex_11.03.2026.xlsx,2026-03-11,CONSUMER PRICES OF ESSENTIAL ITEMS,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,Sialkot,MAX,2970.0
