hs_code,commodity,unit,country,2015-2016_jun_quantity,2015-2016_jun_value_000rs,2015-2016_cum_quantity,2015-2016_cum_value_000rs,2014-2015_jun_quantity,2014-2015_jun_value_000rs,2014-2015_cum_quantity,2014-2015_cum_value_000rs
01019000,OTHER LIVE ANIMALS,NO,ALL COUNTRIES,,,,,,,1,151
01019000,OTHER LIVE ANIMALS,NO,Germany,,,,,,,1,151
01051100,FOWLS (CHICKEN) WT UPTO 185G,NO,ALL COUNTRIES,1800,188,22940,2454,,,4715,1985
01051100,FOWLS (CHICKEN) WT UPTO 185G,NO,Afghanistan,1800,188,22900,2422,,,,
01051100,FOWLS (CHICKEN) WT UPTO 185G,NO,Oman,,,40,32,,,1815,752
01051100,FOWLS (CHICKEN) WT UPTO 185G,NO,Tajikistan,,,,,,,2900,1232
01051100,FOWLS (CHICKEN) WT UPTO 185G,NO,Oman,,,,,,,3445,348
01059900,OTH LIVE POULTRY,NO,ALL COUNTRIES,361891,37424,2649338,278395,151221,15611,2187026,218826
01059900,OTH LIVE POULTRY,NO,Afghanistan,361891,37424,2609171,266999,151000,15337,2164653,214737
01059900,OTH LIVE POULTRY,NO,Australia,,,800,83,,,,
01059900,OTH LIVE POULTRY,NO,Bahrain,,,1202,444,,,,
01059900,OTH LIVE POULTRY,NO,Indonesia,,,1818,1091,,,,
01059900,OTH LIVE POULTRY,NO,Malaysia,,,979,302,25,25,25,25
01059900,OTH LIVE POULTRY,NO,Oman,,,34768,9371,196,249,8348,2832
01059900,OTH LIVE POULTRY,NO,Tajikistan,,,,,,,14000,1232
01059900,OTH LIVE POULTRY,NO,United Arab Emirates,,,600,104,,,,
01061400,RABBITS AND HARES,NO,ALL COUNTRIES,,,200,73,,,,
01061400,RABBITS AND HARES,NO,Oman,,,200,73,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,ALL COUNTRIES,4450,1017,117588,25790,3785,711,52985,14360
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Bahrain,,,10990,2068,,,4080,1252
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Egypt(U.A.R.),,,900,179,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Indonesia,1200,459,1850,854,,,401,160
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Kuwait,,,27080,7649,,,850,189
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Oman,3250,558,75968,14739,3785,711,46354,12124
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Russian Federation,,,,,,,100,92
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Turkey,,,800,300,,,1000,346
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Uzbekistan,,,,,,,200,197
01063900,OTHER BIRDS,NO,ALL COUNTRIES,9631,2788,350568,82941,7519,2072,294799,70356
01063900,OTHER BIRDS,NO,Afghanistan,,,400,42,,,2536,609
01063900,OTHER BIRDS,NO,Bahrain,,,108771,18858,1530,381,28362,6390
01063900,OTHER BIRDS,NO,Egypt(U.A.R.),,,300,32,,,,
01063900,OTHER BIRDS,NO,Ghana,,,,,,,775,402
01063900,OTHER BIRDS,NO,Indonesia,305,271,13257,8322,1000,609,32533,10067
01063900,OTHER BIRDS,NO,Jordan,550,167,3910,649,,,3105,607
01063900,OTHER BIRDS,NO,Kuwait,2300,513,30637,6039,,,53156,10742
01063900,OTHER BIRDS,NO,Malaysia,,,1604,551,2160,427,14405,4968
01063900,OTHER BIRDS,NO,Oman,5476,1721,114737,33207,2829,655,56444,14183
01063900,OTHER BIRDS,NO,Qatar,,,,,,,1407,310
01063900,OTHER BIRDS,NO,Russian Federation,,,,,,,800,164
01063900,OTHER BIRDS,NO,Turkey,,,74650,14792,,,101276,21914
01063900,OTHER BIRDS,NO,U.S.America,1000,115,1302,241,,,,
01063900,OTHER BIRDS,NO,United Arab Emirates,,,1000,209,,,,
01064100,BEES,NO,ALL COUNTRIES,506200,1233,973768,36523,,,14833,3057
01064100,BEES,NO,Afghanistan,506200,1233,970957,36242,,,14833,3057
01064100,BEES,NO,China,,,2811,280,,,,
01064900,OTHER INSECTS,NO,ALL COUNTRIES,,,23671,237,,,800,199
01064900,OTHER INSECTS,NO,Afghanistan,,,23671,237,,,800,199
01069000,OTHER LIVES ANIMALS,NO,ALL COUNTRIES,,,3261,866,,,2570,5291
01069000,OTHER LIVES ANIMALS,NO,Afghanistan,,,3000,323,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,,,,,,,170,398
01069000,OTHER LIVES ANIMALS,NO,Indonesia,,,141,292,,,110,393
01069000,OTHER LIVES ANIMALS,NO,Kuwait,,,,,,,40,98
01069000,OTHER LIVES ANIMALS,NO,Oman,,,120,250,,,27,35
01069000,OTHER LIVES ANIMALS,NO,Qatar,,,,,,,130,169
01069000,OTHER LIVES ANIMALS,NO,Turkey,,,,,,,2093,4198
01069000,OTHER LIVES ANIMALS,NO,Bahrain,18470,6018,2911146,1094721,428495,152127,3307773,1081179
01069000,OTHER LIVES ANIMALS,NO,China,,,,,,,660,234
01069000,OTHER LIVES ANIMALS,NO,Hong Kong S.A.Re.Chi,,,,,,,32352,16006
