hs_code,commodity,unit,country,2002-2003_quantity,2002-2003_value_000rs,2003-2004_quantity,2003-2004_value_000rs,2004-2005_quantity,2004-2005_value_000rs,2005-2006_quantity,2005-2006_value_000rs,2006-2007_quantity,2006-2007_value_000rs,2007-2008_quantity,2007-2008_value_000rs
01011000,PURE BRED BREEDING ANIMALS,NO,ALL COUNTRIES,9867,60967,26,81,576,3513,,,,,,
01011000,PURE BRED BREEDING ANIMALS,NO,Afghanistan,570,3440,,,,,,,,,,
01011000,PURE BRED BREEDING ANIMALS,NO,Kenya,9000,55490,,,,,,,,,,
01011000,PURE BRED BREEDING ANIMALS,NO,Philippines,867,5477,,,,,,,,,,
01011000,PURE BRED BREEDING ANIMALS,NO,Qatar,26,81,,,,,,,,,,
01011000,PURE BRED BREEDING ANIMALS,NO,United Arab Emirates,6,73,,,,,,,,,,
01019000,"OTHER, HORSES",NO,ALL COUNTRIES,16,28,,,,,,,,,,
01019000,"OTHER, HORSES",NO,United Arab Emirates,16,28,,,,,,,,,,
01021010,PURE BRED BREEDING BUFFALOES,NO,ALL COUNTRIES,3756,61835,249,4233,,,,,,,,
01021010,PURE BRED BREEDING BUFFALOES,NO,Afghanistan,3756,61835,249,4233,,,,,,,,
01021020,PURE BRED BREEDING BULLS,NO,ALL COUNTRIES,4873,79493,692,11767,25,252,,,,,,
01021020,PURE BRED BREEDING BULLS,NO,Afghanistan,4873,79493,692,11767,,,,,,,,
01021020,PURE BRED BREEDING BULLS,NO,Sharjah,25,252,,,,,,,,,,
01021030,PURE BRED BREEDING COWS,NO,ALL COUNTRIES,205,3485,6,207,14,671,,,,,,
01021030,PURE BRED BREEDING COWS,NO,Afghanistan,205,3485,,,,,,,,,,
01021030,PURE BRED BREEDING COWS,NO,Sharjah,6,207,,,,,,,,,,
01021030,PURE BRED BREEDING COWS,NO,United Kingdom,14,671,,,,,,,,,,
01021040,PURE BRED BREEDING OXEN,NO,ALL COUNTRIES,150,2550,,,,,,,,,,
01021040,PURE BRED BREEDING OXEN,NO,Afghanistan,150,2550,,,,,,,,,,
01021090,OTH PURE BRED BREEDING ANIMAL,NO,ALL COUNTRIES,299,2507,28,783,,,,,,,,
01021090,OTH PURE BRED BREEDING ANIMAL,NO,Bahrain,124,1992,,,,,,,,,,
01021090,OTH PURE BRED BREEDING ANIMAL,NO,Dubai,175,515,,,,,,,,,,
01021090,OTH PURE BRED BREEDING ANIMAL,NO,United Arab Emirates,28,783,,,,,,,,,,
01029010,OTHER BUFFALOES,NO,ALL COUNTRIES,30441,421770,5881,108255,219,4351,,,,,,
01029010,OTHER BUFFALOES,NO,Afghanistan,30198,418593,5881,108255,219,4351,,,,,,
01029010,OTHER BUFFALOES,NO,Dubai,243,3176,,,,,,,,,,
01029020,OTHER BULLS,NO,ALL COUNTRIES,11050,164211,,,,,,,,,,
01029020,OTHER BULLS,NO,Afghanistan,9776,150513,,,,,,,,,,
01029020,OTHER BULLS,NO,Bahrain,177,1482,,,,,,,,,,
01029020,OTHER BULLS,NO,Dubai,576,5296,,,,,,,,,,
01029020,OTHER BULLS,NO,India,17,170,,,,,,,,,,
01029020,OTHER BULLS,NO,Iran ( Islamic R.),220,1848,,,,,,,,,,
01029020,OTHER BULLS,NO,Sharjah,130,2283,,,,,,,,,,
01029020,OTHER BULLS,NO,Thailand,154,2618,,,,,,,,,,
01029030,OTHER COWS,NO,ALL COUNTRIES,8898,77791,2509,39219,26,477,,,,,,
01029030,OTHER COWS,NO,Afghanistan,6351,59836,1629,30068,,,,,,,,
01029030,OTHER COWS,NO,Dubai,2112,15673,880,9151,26,477,,,,,,
01029030,OTHER COWS,NO,Saudi Arabia,158,1048,,,,,,,,,,
01029030,OTHER COWS,NO,Sharjah,277,1233,,,,,,,,,,
01029040,OTHER OXEN,NO,ALL COUNTRIES,1146,7107,,,,,,,,,,
01029040,OTHER OXEN,NO,Afghanistan,87,1479,,,,,,,,,,
01029040,OTHER OXEN,NO,Dubai,1059,5628,,,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,ALL COUNTRIES,3110,11856,3,65,6,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,Dubai,3110,11856,,,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,Malaysia,6,,,,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,South Africa,2,29,,,,,,,,,,
01029090,OTHER LIVE BOVINE ANIMALS,NO,U.S.America,1,36,,,,,,,,,,
01041000,SHEEP LIVE,NO,ALL COUNTRIES,7128,17568,,,,,,,,,,
01041000,SHEEP LIVE,NO,Bahrain,736,2282,,,,,,,,,,
01041000,SHEEP LIVE,NO,Dubai,5730,13169,,,,,,,,,,
01041000,SHEEP LIVE,NO,Sharjah,662,2116,,,,,,,,,,
01042000,"GOATS, LIVE",NO,ALL COUNTRIES,20147,46224,2755,4617,,,,,,,,
01042000,"GOATS, LIVE",NO,Dubai,18947,43558,1820,2893,,,,,,,,
01042000,"GOATS, LIVE",NO,Qatar,508,1120,275,379,,,,,,,,
01042000,"GOATS, LIVE",NO,Saudi Arabia,350,570,,,,,,,,,,
01042000,"GOATS, LIVE",NO,Sharjah,692,1546,310,775,,,,,,,,
01051900,OTH;LIVE POULTRY WT=185G,NO,ALL COUNTRIES,1308549,26093,263249,4958,258759,9498,12130,382,,,,
01051900,OTH;LIVE POULTRY WT=185G,NO,Afghanistan,521800,11070,4500,138,90000,4500,130,5,,,,
01051900,OTH;LIVE POULTRY WT=185G,NO,Bahrain,2310,40,15752,703,,,,,,,,
01051900,OTH;LIVE POULTRY WT=185G,NO,Dubai,772949,14507,252479,4619,3750,132,10000,334,,,,
01051900,OTH;LIVE POULTRY WT=185G,NO,Kuwait,5000,119,,,,,,,,,,
01051900,OTH;LIVE POULTRY WT=185G,NO,Oman,6550,257,,,,,,,,,,
01051900,OTH;LIVE POULTRY WT=185G,NO,Qatar,1800,26,14503,552,,,,,,,,
01051900,OTH;LIVE POULTRY WT=185G,NO,Saudi Arabia,4000,119,3960,160,,,,,,,,
01051900,OTH;LIVE POULTRY WT=185G,NO,Sharjah,8000,371,,,,,,,,,,
01051900,OTH;LIVE POULTRY WT=185G,NO,United Arab Emirates,123204,3236,2000,44,,,,,,,,
01059200,OTH FOWLS OF SPECIES WT<2000G,NO,ALL COUNTRIES,200,20,,,,,,,,,,
01059200,OTH FOWLS OF SPECIES WT<2000G,NO,Bahrain,200,20,,,,,,,,,,
01059300,OTH FOWLS OF SPECIES WT>2000G,NO,ALL COUNTRIES,80000,4800,,,,,,,,,,
01059300,OTH FOWLS OF SPECIES WT>2000G,NO,Afghanistan,80000,4800,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,ALL COUNTRIES,1754394,163769,2511593,172709,1417636,110439,648912,53852,74517,7125,59154,5815
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Afghanistan,1558280,150599,2497675,171443,1369507,105350,632126,51471,74517,7125,59154,5815
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Bahrain,9385,635,1190,103,28950,2822,14650,2073,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Bangladesh,400,36,155,20,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Croatia,1640,194,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Dubai,50487,2066,2153,188,14275,1771,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,France,13050,1155,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Germany,1275,172,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Greece,1900,133,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Indonesia,370,38,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Italy,10704,1114,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Japan,3100,408,13,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Jordan,6205,343,2610,253,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Lebanon,764,56,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Malaysia,5140,392,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Maldives,1122,59,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Oman,5700,380,875,71,4620,444,812,86,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Qatar,6266,528,2000,173,60,9,1200,202,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Saudi Arabia,67247,4595,3221,284,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Singapore,950,117,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Slovenia,220,19,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Spain,9520,702,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,Thailand,750,96,,,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,United Arab Emirates,224,31,124,20,,,,,,,,
01059900,OTH LIVE POULTRY WEIGHT>185G,NO,United Kingdom,1630,105,,,,,,,,,,
01061900,OTHER MAMMALS,NO,ALL COUNTRIES,63865,6326,1063754,75523,,,,,,,,
01061900,OTHER MAMMALS,NO,China,26000,2912,37500,4484,,,,,,,,
01061900,OTHER MAMMALS,NO,Dubai,8615,861,,,,,,,,,,
01061900,OTHER MAMMALS,NO,Japan,1750,158,41500,10716,,,,,,,,
01061900,OTHER MAMMALS,NO,"Korea, Republic of",244064,21047,,,,,,,,,,
01061900,OTHER MAMMALS,NO,Malaysia,27500,2394,699670,37111,,,,,,,,
01061900,OTHER MAMMALS,NO,Mauritius,12000,686,,,,,,,,,,
01061900,OTHER MAMMALS,NO,Thailand,26000,1308,,,,,,,,,,
01061900,OTHER MAMMALS,NO,United Arab Emirates,3020,172,,,,,,,,,,
01061900,OTHER MAMMALS,NO,Belgium,400,36,365,36,1196,157,,,,,,
01061900,OTHER MAMMALS,NO,Bulgaria,250,59,,,,,,,,,,
01061900,OTHER MAMMALS,NO,Canada,275,69,,,,,,,,,,
01061900,OTHER MAMMALS,NO,China,27000,3047,,,,,,,,,,
01061900,OTHER MAMMALS,NO,Denmark,784,123,,,,,,,,,,
01061900,OTHER MAMMALS,NO,France,500,46,500,61,1815,326,,,,,,
01061900,OTHER MAMMALS,NO,Germany,2550,290,2830,294,2301,327,3514,425,16259,2296,,
01061900,OTHER MAMMALS,NO,Hong Kong S.A.Re.Chi,14800,1617,58000,6588,,,,,,,,
01061900,OTHER MAMMALS,NO,Indonesia,610,65,,,,,,,,,,
01061900,OTHER MAMMALS,NO,Japan,3970,314,17187,2020,3545,466,3180,423,110,17,,
01061900,OTHER MAMMALS,NO,Netherlands,345,52,250,29,,,,,,,,
01061900,OTHER MAMMALS,NO,New Caledonia,515,52,,,,,,,,,,
01061900,OTHER MAMMALS,NO,South Africa,150,12,,,,,,,,,,
01061900,OTHER MAMMALS,NO,Spain,1179,152,,,,,,,,,,
01061900,OTHER MAMMALS,NO,Switzerland,259,44,1685,222,,,,,,,,
01061900,OTHER MAMMALS,NO,United Arab Emirates,300,36,,,,,,,,,,
01061900,OTHER MAMMALS,NO,United Kingdom,590,86,690,91,1110,138,,,,,,
01063110,FALCONS,NO,ALL COUNTRIES,1,19,,,,,,,,,,
01063110,FALCONS,NO,Dubai,1,19,,,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,ALL COUNTRIES,10357,1197,1450,146,850,101,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Bahrain,450,47,,,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Dubai,4000,325,,,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Germany,850,101,,,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Hong Kong S.A.Re.Chi,700,99,,,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Japan,250,18,,,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Qatar,2500,171,,,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,United Arab Emirates,71,13,500,29,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,United Kingdom,3336,641,,,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,ALL COUNTRIES,25,14,,,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Kazakstan,25,14,,,,,,,,,,
01063900,OTHER BIRDS,NO,ALL COUNTRIES,1475426,82996,1152043,66801,737573,47307,219839,14639,3165,383,,
01063900,OTHER BIRDS,NO,Afghanistan,120,24,50,22,950,112,,,,,,
01063900,OTHER BIRDS,NO,Bahrain,63733,3525,32006,1719,143037,11250,54920,3544,,,,
01063900,OTHER BIRDS,NO,Bangladesh,1134,81,235,53,,,,,,,,
01063900,OTHER BIRDS,NO,Brunei Darussalam,955,40,2748,115,,,,,,,,
01063900,OTHER BIRDS,NO,Bulgaria,535,68,,,,,,,,,,
01063900,OTHER BIRDS,NO,Canada,1,5,,,,,,,,,,
01063900,OTHER BIRDS,NO,Croatia,2745,363,,,,,,,,,,
01063900,OTHER BIRDS,NO,Czech Republic,300,24,975,172,,,,,,,,
01063900,OTHER BIRDS,NO,Denmark,300,24,600,80,,,,,,,,
01063900,OTHER BIRDS,NO,Dubai,360682,11188,229107,7901,69383,6175,21682,2101,,,,
01063900,OTHER BIRDS,NO,France,85590,6173,46455,4520,,,,,,,,
01063900,OTHER BIRDS,NO,Germany,1130,94,1500,274,175,10,450,92,,,,
01063900,OTHER BIRDS,NO,Greece,19331,1691,12650,1169,,,,,,,,
01063900,OTHER BIRDS,NO,Hong Kong S.A.Re.Chi,10438,1017,350,81,,,,,,,,
01063900,OTHER BIRDS,NO,Indonesia,3300,208,3750,229,,,,,,,,
01063900,OTHER BIRDS,NO,Italy,132577,10883,46114,5865,,,,,,,,
01063900,OTHER BIRDS,NO,Japan,28319,3093,28558,2718,200,33,200,33,,,,
01063900,OTHER BIRDS,NO,Jordan,26695,1288,21600,1735,9730,775,6980,466,,,,
01063900,OTHER BIRDS,NO,Kazakstan,1500,115,1110,115,,,,,,,,
01063900,OTHER BIRDS,NO,Kuwait,2222,199,1200,92,8570,532,,,,,,
01063900,OTHER BIRDS,NO,Kyrgyzstan/Kyrgyz R.,400,27,500,27,500,42,,,,,,
01063900,OTHER BIRDS,NO,Lebanon,22866,1542,36149,2381,,,,,,,,
01063900,OTHER BIRDS,NO,Malaysia,46428,3697,52236,4627,100,1375,,,,,,
01063900,OTHER BIRDS,NO,Maldives,5755,319,1272,43,1380,59,,,,,,
01063900,OTHER BIRDS,NO,Mauritius,27000,1603,,,,,,,,,,
01063900,OTHER BIRDS,NO,Mexico,1152,80,,,,,,,,,,
01063900,OTHER BIRDS,NO,Nepal,200,21,,,,,,,,,,
01063900,OTHER BIRDS,NO,Nigeria,250,6,,,,,,,,,,
01063900,OTHER BIRDS,NO,Oman,50545,2907,75422,2774,54929,3162,5091,338,,,,
01063900,OTHER BIRDS,NO,Philippines,16492,1366,890,120,,,,,,,,
01063900,OTHER BIRDS,NO,Poland,900,115,,,,,,,,,,
01063900,OTHER BIRDS,NO,Portugal,600,43,,,,,,,,,,
01063900,OTHER BIRDS,NO,Qatar,114993,6061,169246,7918,143128,9195,23365,1941,2055,267,,
01063900,OTHER BIRDS,NO,Saudi Arabia,421637,23396,360214,19771,6650,400,,,,,,
01063900,OTHER BIRDS,NO,Sharjah,3366,229,2726,129,,,,,,,,
01063900,OTHER BIRDS,NO,Singapore,2655,305,13786,1539,,,,,,,,
01063900,OTHER BIRDS,NO,Slovakia/Slovak R.,2,,,,,,,,,,,
01063900,OTHER BIRDS,NO,Spain,6400,339,7175,580,,,,,,,,
01063900,OTHER BIRDS,NO,Thailand,797,67,225,12,,,,,,,,
01063900,OTHER BIRDS,NO,U.S.America,2355,134,1195,57,,,,,,,,
01063900,OTHER BIRDS,NO,Ukraine,345,39,,,,,,,,,,
01063900,OTHER BIRDS,NO,United Arab Emirates,297716,13934,101756,5540,,,,,,,,
01063900,OTHER BIRDS,NO,United Kingdom,12805,908,160,27,295,55,,,,,,
01063900,OTHER BIRDS,NO,Uzbekistan,1572,114,780,71,400,36,,,,,,
01063900,OTHER BIRDS,NO,Yemen,2300,69,227,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,ALL COUNTRIES,529504,46381,24701,5297,29070,3137,20498,13262,8983,3364,3878,720
01069000,OTHER LIVES ANIMALS,NO,Afghanistan,500,37,2849,8923,1880,2472,23,88,,,,
01069000,OTHER LIVES ANIMALS,NO,Austria,585,137,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahamas,701,60,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,15503,1772,2612,162,3201,227,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bangladesh,905,67,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Belgium,1720,164,1570,410,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bulgaria,700,187,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Cambodia Fr.Kampuche,2000,40,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Canada,1,3,500,35,700,75,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Croatia,2451,309,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Denmark,950,185,540,60,526,96,800,106,,,,
01069000,OTHER LIVES ANIMALS,NO,Dubai,151432,13549,259,2302,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Ethiopia,1,,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,France,9586,782,300,26,300,36,1067,140,,,,
01069000,OTHER LIVES ANIMALS,NO,Fujrah,75,1284,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Germany,3810,454,479,84,4392,509,2149,495,2744,341,1475,224
01069000,OTHER LIVES ANIMALS,NO,Greece,4500,292,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Hong Kong S.A.Re.Chi,43829,10167,11900,1218,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Indonesia,650,53,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Italy,29262,2085,645,124,50,3,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Japan,20108,2297,8853,1090,4995,708,2350,385,918,125,,
01069000,OTHER LIVES ANIMALS,NO,Jordan,6220,367,800,111,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,"Korea, Republic of",8,17,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Lebanon,6589,327,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Malaysia,19805,1537,1580,255,250,108,20,18,,,,
01069000,OTHER LIVES ANIMALS,NO,Maldives,300,13,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Myanmar,2,87,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Netherlands,252,39,995,165,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Nigeria,440,27,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,O.Asia(Tai.For.Pe.Ki,336,46,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Oman,9746,545,700,57,35,3,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Philippines,3500,315,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Qatar,45492,2438,2725,183,558,185,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,147604,8046,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Singapore,600,55,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Spain,700,67,180,65,1430,208,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Sri Lanka,2386,144,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Sweden,375,103,925,205,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Switzerland,1,5,1,5,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Thailand,1648,142,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,U.S.America,103,96,1,4,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,7622,468,2715,200,1465,104,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Kingdom,401,31,157,25,172,922,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Uzbekistan,450,36,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Abu Dhabi,33150,3235,24260,2497,113610,10270,245871,27066,176420,20125,,
01069000,OTHER LIVES ANIMALS,NO,Afghanistan,57000,6208,3478,417,27601,4416,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Albania,760,152,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,69303,6210,128100,15241,15441,1613,194,87475,12746,325109,46713,
01069000,OTHER LIVES ANIMALS,NO,Bolivia,2140,105,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Dubai,260431,24071,44470,4863,34570,3373,74254,7214,124470,14035,,
01069000,OTHER LIVES ANIMALS,NO,Georgia,2630,185,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Hong Kong S.A.Re.Chi,543,30,290,32,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Italy,20000,2089,6655,943,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kenya,1216,170,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,154580,12515,67300,6234,433272,38808,955096,86773,1416122,192325,2517337,373518
01069000,OTHER LIVES ANIMALS,NO,Libyan Arab Jamuhir.,1300,105,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Norway,950,57,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Oman,202459,15578,82195,6329,228703,21539,177323,18399,380045,53969,1161224,174143
01069000,OTHER LIVES ANIMALS,NO,Qatar,217121,18028,164064,15009,53115,5847,94050,10247,577201,86909,1015983,151336
01069000,OTHER LIVES ANIMALS,NO,Romania,1325,110,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Russian Federation,6,,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,304103,27167,316610,34312,35857,4244,18551,2271,191049,29107,300844,48185
01069000,OTHER LIVES ANIMALS,NO,Sharjah,10400,1022,1300,127,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Somalia,900,89,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,U.S.America,1439,168,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,97602,11299,12363,1352,1100355,156784,3081334,468400,,,,
01069000,OTHER LIVES ANIMALS,NO,United Kingdom,570,52,2992,307,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Viet Nam,22569,2331,13052,2338,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Yemen,2800,234,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Abu Dhabi,2300,156,92650,8680,63645,6932,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,4700,384,10820,951,10800,905,9637,960,43453,5864,7741,1294
01069000,OTHER LIVES ANIMALS,NO,Dubai,31995,2516,10370,845,113714,12335,108864,10504,,,,
01069000,OTHER LIVES ANIMALS,NO,Germany,1200,104,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Hong Kong S.A.Re.Chi,14555,2487,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Hungary,5880,486,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,India,300,51,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Italy,1825,360,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,19290,1038,195410,11637,424399,25295,707114,52984,861505,108294,473217,69157
01069000,OTHER LIVES ANIMALS,NO,Oman,38287,2380,82810,5109,292471,22658,98035,7714,160733,21225,36691,6455
01069000,OTHER LIVES ANIMALS,NO,Qatar,12790,907,98628,7115,198583,15102,112066,8544,232972,31294,17890,2908
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,23307,1286,14400,1299,49122,7282,38662,4955,96504,15190,107755,18808
01069000,OTHER LIVES ANIMALS,NO,Sharjah,1130,130,22410,2004,11290,997,3100,284,,,,
01069000,OTHER LIVES ANIMALS,NO,Singapore,1,,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Sweden,60,,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,U.S.America,2470,264,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,20854,2585,3727,575,574824,83725,819886,142376,,,,
01069000,OTHER LIVES ANIMALS,NO,United Kingdom,315,,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Viet Nam,2491,381,23925,3841,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Yemen,1130,58,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Dubai,2770,324,27967,3552,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,14991,1487,13408,872,21649,1842,23050,1943,4610,578,,
01069000,OTHER LIVES ANIMALS,NO,Oman,11950,741,14192,1574,2000,180,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Qatar,14323,1940,12378,1591,3665,369,14213,1481,3563,360,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,52044,6812,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Somalia,1500,191,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,2300,455,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,46168,5867,1600,228,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Italy,7800,1145,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,6811,897,362316,49950,359113,51824,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Oman,6500,955,34396,4650,29376,4319,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Qatar,6096,713,600,77,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,1948,279,30392,4780,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,568,63,213023,28715,1159403,172923,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,11695,1053,4214,514,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,1121,114,4508,558,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Oman,77460,9022,44000,5636,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Qatar,6580,429,8200,571,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,3000,390,882,145,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,7751,1201,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,6553,561,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Dubai,8000,746,700,79,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Jordan,20500,1414,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,"Korea, Republic of",10140,1868,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,6719,531,,,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Oman,13040,750,2550,234,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Qatar,6200,691,7037,506,1100,126,368,56,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,2041,392,,,,,,,,,,
