date,symbol,ldcp,open,high,low,close,volume
2022-04-24,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-04-24,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-04-24,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-04-24,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-04-24,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-04-24,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-04-24,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-04-24,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-04-24,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-04-24,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-04-24,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-04-24,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-04-24,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-04-25,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-04-25,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-04-25,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-04-25,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-04-25,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-04-25,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-04-25,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-04-25,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-04-25,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-04-25,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-04-25,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-04-25,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-04-25,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-04-25,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-04-25,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-04-25,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-04-25,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-04-25,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-04-25,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-04-25,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-04-25,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-04-25,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-04-25,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-04-25,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-04-25,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-04-26,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-04-26,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-04-26,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-04-26,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-04-26,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-04-26,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-04-26,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-04-26,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-04-26,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-04-26,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-04-26,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-04-26,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-04-26,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-04-26,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-04-26,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-04-26,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-04-26,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-04-26,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-04-26,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-04-26,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-04-26,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-04-26,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-04-26,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-04-26,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-04-26,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-04-27,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-04-27,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-04-27,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-04-27,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-04-27,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-04-27,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-04-27,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-04-27,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-04-27,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-04-27,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-04-27,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-04-27,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-04-27,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-04-27,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-04-27,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-04-27,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-04-27,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-04-27,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-04-27,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-04-27,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-04-27,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-04-27,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-04-27,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-04-27,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-04-27,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-04-28,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-04-28,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-04-28,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-04-28,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-04-28,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-04-28,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-04-28,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-04-28,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-04-28,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-04-28,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-04-28,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-04-28,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-04-28,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-04-28,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-04-28,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-04-28,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-04-28,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-04-28,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-04-28,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-04-28,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-04-28,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-04-28,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-04-28,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-04-28,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-04-28,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-04-29,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-04-29,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-04-29,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-04-29,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-04-29,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-04-29,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-04-29,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-04-29,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-04-29,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-04-29,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-04-29,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-04-29,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-04-29,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-04-29,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-04-29,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-04-29,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-04-29,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-04-29,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-04-29,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-04-29,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-04-29,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-04-29,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-04-29,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-04-29,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-04-29,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-04-30,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-04-30,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-04-30,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-04-30,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-04-30,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-04-30,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-04-30,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-04-30,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-04-30,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-04-30,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-04-30,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-04-30,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-04-30,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-04-30,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-04-30,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-04-30,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-04-30,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-04-30,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-04-30,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-04-30,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-04-30,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-04-30,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-04-30,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-04-30,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-04-30,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-05-01,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-05-01,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-05-01,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-05-01,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-05-01,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-05-01,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-05-01,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-05-01,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-05-01,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-05-01,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-05-01,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-05-01,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-05-01,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-05-01,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-05-01,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-05-01,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-05-01,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-05-01,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-05-01,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-05-01,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-05-01,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-05-01,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-05-01,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-05-01,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-05-01,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-05-02,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-05-02,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-05-02,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-05-02,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-05-02,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-05-02,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-05-02,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-05-02,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-05-02,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-05-02,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-05-02,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-05-02,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-05-02,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-05-02,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-05-02,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-05-02,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-05-02,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-05-02,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-05-02,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-05-02,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-05-02,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-05-02,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-05-02,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-05-02,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-05-02,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-05-03,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-05-03,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-05-03,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-05-03,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-05-03,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-05-03,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-05-03,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-05-03,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-05-03,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-05-03,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-05-03,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-05-03,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-05-03,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-05-03,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-05-03,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-05-03,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-05-03,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-05-03,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-05-03,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-05-03,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-05-03,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-05-03,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-05-03,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-05-03,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-05-03,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-05-04,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-05-04,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-05-04,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-05-04,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-05-04,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-05-04,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-05-04,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-05-04,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-05-04,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-05-04,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-05-04,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-05-04,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-05-04,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-05-04,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-05-04,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-05-04,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-05-04,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-05-04,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-05-04,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-05-04,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-05-04,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-05-04,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-05-04,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-05-04,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-05-04,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-05-05,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-05-05,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-05-05,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-05-05,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-05-05,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-05-05,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-05-05,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-05-05,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-05-05,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-05-05,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-05-05,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-05-05,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-05-05,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-05-05,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-05-05,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-05-05,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-05-05,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-05-05,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-05-05,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-05-05,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-05-05,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-05-05,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-05-05,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-05-05,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-05-05,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-05-06,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-05-06,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-05-06,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-05-06,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-05-06,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-05-06,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-05-06,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-05-06,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-05-06,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-05-06,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-05-06,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-05-06,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-05-06,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-05-06,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-05-06,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-05-06,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-05-06,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-05-06,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-05-06,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-05-06,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-05-06,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-05-06,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-05-06,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-05-06,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-05-06,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-05-07,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-05-07,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-05-07,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-05-07,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-05-07,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-05-07,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-05-07,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-05-07,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-05-07,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-05-07,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-05-07,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-05-07,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-05-07,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-05-07,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-05-07,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-05-07,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-05-07,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-05-07,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-05-07,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-05-07,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-05-07,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-05-07,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-05-07,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-05-07,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-05-07,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-05-08,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-05-08,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-05-08,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-05-08,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-05-08,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-05-08,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-05-08,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-05-08,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-05-08,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-05-08,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-05-08,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-05-08,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-05-08,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-05-08,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-05-08,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2022-05-08,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2022-05-08,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2022-05-08,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2022-05-08,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2022-05-08,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2022-05-08,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2022-05-08,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2022-05-08,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2022-05-08,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2022-05-08,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2022-05-09,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2022-05-09,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2022-05-09,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2022-05-09,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2022-05-09,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2022-05-09,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2022-05-09,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2022-05-09,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2022-05-09,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2022-05-09,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2022-05-09,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2022-05-09,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2022-05-09,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2022-05-09,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2022-05-09,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
