date,symbol,ldcp,open,high,low,close,volume
2021-05-28,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-05-28,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-05-28,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-05-28,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-05-28,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-05-28,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-05-28,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-05-28,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-05-28,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-05-28,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-05-28,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-05-28,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-05-28,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-05-28,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-05-28,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-05-28,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-05-28,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-05-28,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-05-28,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-05-28,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-05-28,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-05-28,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-05-28,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-05-28,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-05-28,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-05-29,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-05-29,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-05-29,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-05-29,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-05-29,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-05-29,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-05-29,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-05-29,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-05-29,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-05-29,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-05-29,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-05-29,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-05-29,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-05-29,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-05-29,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-05-29,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-05-29,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-05-29,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-05-29,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-05-29,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-05-29,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-05-29,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-05-29,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-05-29,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-05-29,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-05-30,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-05-30,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-05-30,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-05-30,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-05-30,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-05-30,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-05-30,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-05-30,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-05-30,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-05-30,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-05-30,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-05-30,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-05-30,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-05-30,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-05-30,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-05-30,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-05-30,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-05-30,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-05-30,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-05-30,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-05-30,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-05-30,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-05-30,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-05-30,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-05-30,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-05-31,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-05-31,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-05-31,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-05-31,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-05-31,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-05-31,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-05-31,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-05-31,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-05-31,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-05-31,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-05-31,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-05-31,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-05-31,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-05-31,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-05-31,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-05-31,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-05-31,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-05-31,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-05-31,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-05-31,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-05-31,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-05-31,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-05-31,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-05-31,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-05-31,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-01,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-01,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-01,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-06-01,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-06-01,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-06-01,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-06-01,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-06-01,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-06-01,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-06-01,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-06-01,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-06-01,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-06-01,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-06-01,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-06-01,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-06-01,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-06-01,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-06-01,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-06-01,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-06-01,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-06-01,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-06-01,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-06-01,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-06-01,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-06-01,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-02,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-02,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-02,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-06-02,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-06-02,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-06-02,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-06-02,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-06-02,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-06-02,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-06-02,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-06-02,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-06-02,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-06-02,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-06-02,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-06-02,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-06-02,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-06-02,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-06-02,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-06-02,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-06-02,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-06-02,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-06-02,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-06-02,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-06-02,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-06-02,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-03,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-03,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-03,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-06-03,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-06-03,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-06-03,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-06-03,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-06-03,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-06-03,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-06-03,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-06-03,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-06-03,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-06-03,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-06-03,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-06-03,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-06-03,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-06-03,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-06-03,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-06-03,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-06-03,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-06-03,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-06-03,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-06-03,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-06-03,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-06-03,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-04,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-04,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-04,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-06-04,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-06-04,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-06-04,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-06-04,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-06-04,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-06-04,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-06-04,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-06-04,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-06-04,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-06-04,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-06-04,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-06-04,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-06-04,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-06-04,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-06-04,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-06-04,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-06-04,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-06-04,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-06-04,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-06-04,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-06-04,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-06-04,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-05,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-05,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-05,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-06-05,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-06-05,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-06-05,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-06-05,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-06-05,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-06-05,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-06-05,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-06-05,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-06-05,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-06-05,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-06-05,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-06-05,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-06-05,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-06-05,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-06-05,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-06-05,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-06-05,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-06-05,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-06-05,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-06-05,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-06-05,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-06-05,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-06,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-06,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-06,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-06-06,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-06-06,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-06-06,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-06-06,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-06-06,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-06-06,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-06-06,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-06-06,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-06-06,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-06-06,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-06-06,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-06-06,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-06-06,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-06-06,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-06-06,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-06-06,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-06-06,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-06-06,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-06-06,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-06-06,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-06-06,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-06-06,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-07,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-07,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-07,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-06-07,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-06-07,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-06-07,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-06-07,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-06-07,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-06-07,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-06-07,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-06-07,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-06-07,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-06-07,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-06-07,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-06-07,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-06-07,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-06-07,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-06-07,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-06-07,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-06-07,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-06-07,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-06-07,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-06-07,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-06-07,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-06-07,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-08,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-08,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-08,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-06-08,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-06-08,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-06-08,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-06-08,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-06-08,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-06-08,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-06-08,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-06-08,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-06-08,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-06-08,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-06-08,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-06-08,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-06-08,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-06-08,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-06-08,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-06-08,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-06-08,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-06-08,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-06-08,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-06-08,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-06-08,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-06-08,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-09,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-09,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-09,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-06-09,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-06-09,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-06-09,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-06-09,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-06-09,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-06-09,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-06-09,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-06-09,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-06-09,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-06-09,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-06-09,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-06-09,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-06-09,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-06-09,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-06-09,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-06-09,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-06-09,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-06-09,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-06-09,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-06-09,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-06-09,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-06-09,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-10,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-10,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-10,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-06-10,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-06-10,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-06-10,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-06-10,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-06-10,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-06-10,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-06-10,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-06-10,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-06-10,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-06-10,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-06-10,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-06-10,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-06-10,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-06-10,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-06-10,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-06-10,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-06-10,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-06-10,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-06-10,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-06-10,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-06-10,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-06-10,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-11,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-11,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-11,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
2021-06-11,HASCOL,20.81,20.60,21.68,20.11,21.17,0.36
2021-06-11,BOP-MAYB,34.95,34.00,34.45,32.35,34.04,-0.91
2021-06-11,FNEL,1.38,1.36,1.47,1.31,1.40,0.02
2021-06-11,YOUW,6.93,6.50,6.60,6.02,6.23,-0.70
2021-06-11,CSIL,6.04,5.75,6.81,5.72,6.70,0.66
2021-06-11,PACE,12.04,11.50,11.70,10.84,11.24,-0.80
2021-06-11,KEL,7.68,7.50,7.65,7.34,7.56,-0.12
2021-06-11,CLOV,8.45,8.30,8.55,7.83,8.06,-0.39
2021-06-11,ASC,10.21,10.22,11.23,10.10,11.03,0.82
2021-06-11,PIBTL,15.23,15.00,15.10,14.10,15.01,-0.22
2021-06-11,UNITY,12.41,12.25,12.25,11.31,11.94,-0.47
2021-06-11,HUMNL,11.25,10.95,11.70,10.80,11.04,-0.21
2021-06-11,MACFL,26.69,27.00,29.36,26.83,29.36,2.67
2021-06-11,CNERGY-MAY,8.47,8.21,8.30,8.01,8.20,-0.27
2021-06-11,LOADS,13.73,13.49,13.49,12.65,13.12,-0.61
2021-06-11,MLCF,80.74,79.25,80.89,74.75,79.61,-1.13
2021-06-11,AHCL,14.26,14.00,14.34,13.05,14.20,-0.06
2021-06-11,PTC,48.73,48.29,50.43,44.65,49.02,0.29
2021-06-11,NBP,185.97,182.10,182.10,172.00,175.76,-10.21
2021-06-11,TSBL,1.85,1.68,1.90,1.68,1.86,0.01
2021-06-11,NCPL,67.11,65.00,65.55,62.30,65.05,-2.06
2021-06-11,PAEL,39.16,38.49,38.49,36.60,37.58,-1.58
2021-06-12,WTL,1.35,1.35,1.35,1.26,1.30,-0.05
2021-06-12,BOP,34.64,33.88,34.30,32.00,33.79,-0.85
2021-06-12,CNERGY,8.41,8.20,8.23,7.96,8.12,-0.29
