hs_code,commodity,unit,country,2008-2009_quantity,2008-2009_value_000rs,2009-2010_quantity,2009-2010_value_000rs,2010-2011_quantity,2010-2011_value_000rs,2011-2012_quantity,2011-2012_value_000rs,2012-2013_quantity,2012-2013_value_000rs
52063500,MUL/CAB C/Y UN-COM F/B<125DX,KG,ALL COUNTRIES,11230,2285,18230,7950,,,,,,
52063500,MUL/CAB C/Y UN-COM F/B<125DX,KG,Bangladesh,11230,2285,,,,,,,,
52063500,MUL/CAB C/Y UN-COM F/B<125DX,KG,Sri Lanka,18230,7950,,,,,,,,
52064100,MUL/CAB C/Y COM F/B>714.929DX,KG,ALL COUNTRIES,28214,10703,56116,23205,44580,16166,,,,
52064100,MUL/CAB C/Y COM F/B>714.929DX,KG,Bangladesh,20956,7682,22997,12284,17590,6161,,,,
52064100,MUL/CAB C/Y COM F/B>714.929DX,KG,China,17191,5575,,,,,,,,
52064100,MUL/CAB C/Y COM F/B>714.929DX,KG,"Korea, Republic of",14410,4762,,,,,,,,
52064100,MUL/CAB C/Y COM F/B>714.929DX,KG,New Zealand,7258,3021,,,,,,,,
52064100,MUL/CAB C/Y COM F/B>714.929DX,KG,Poland,1518,584,26990,10005,,,,,,
52064200,"MUL/CAB C/Y CF<714.29,232.56D",KG,ALL COUNTRIES,27118,8061,56292,16049,15352,8573,,,,
52064200,"MUL/CAB C/Y CF<714.29,232.56D",KG,Bulgaria,12256,7267,,,,,,,,
52064200,"MUL/CAB C/Y CF<714.29,232.56D",KG,Denmark,3096,1306,,,,,,,,
52064200,"MUL/CAB C/Y CF<714.29,232.56D",KG,Italy,21018,6447,,,,,,,,
52064200,"MUL/CAB C/Y CF<714.29,232.56D",KG,"Korea, Republic of",35880,10803,,,,,,,,
52064200,"MUL/CAB C/Y CF<714.29,232.56D",KG,Poland,6100,1614,,,,,,,,
52064200,"MUL/CAB C/Y CF<714.29,232.56D",KG,United Arab Emirates,20412,5246,,,,,,,,
52064200,"MUL/CAB C/Y CF<714.29,232.56D",KG,Bangladesh,17418,6675,,,,,,,,
52064200,"MUL/CAB C/Y CF<714.29,232.56D",KG,Italy,5035,1311,9072,4358,,,,,,
52064200,"MUL/CAB C/Y CF<714.29,232.56D",KG,Poland,2100,940,,,,,,,,
52064400,"MUL/CAB C/Y CF<192.31,125DX",KG,ALL COUNTRIES,1021,337,57823,24881,,,,,,
52064400,"MUL/CAB C/Y CF<192.31,125DX",KG,Australia,1021,337,,,,,,,,
52064400,"MUL/CAB C/Y CF<192.31,125DX",KG,Belgium,41694,20329,,,,,,,,
52064400,"MUL/CAB C/Y CF<192.31,125DX",KG,Italy,16129,4552,,,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,ALL COUNTRIES,20000,5015,8573,1950,63099,18541,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,Djibouti,20000,5015,8573,1950,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,Philippines,63099,18541,,,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,Bangladesh,4734,1089,285619,70940,450565,158801,16752,8952,105154,40135
52064500,MUL/CAB C/Y COM FIB<125DX,KG,China,47417,18344,,,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,Egypt(U.A.R.),58515,13927,,,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,Hong Kong S.A.Re.Chi,65591,15201,19051,4458,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,India,600,180,,,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,Italy,5549,1155,,,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,"Korea, Republic of",17327,4602,,,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,Portugal,975,385,,,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,South Africa,1096,274,4491,1289,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,Turkey,21500,5686,26535,6571,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,U.S.America,4197,2121,,,,,,,,
52064500,MUL/CAB C/Y COM FIB<125DX,KG,United Arab Emirates,1887,561,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,ALL COUNTRIES,70391,14333,68103,21463,540530,240698,209132,65731,285553,86616
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Afghanistan,246,80,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Bahrain,26070,5216,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Bangladesh,4786,983,40779,11885,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Brazil,12506,3581,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,China,422,127,4883,2130,235911,68065,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Egypt(U.A.R.),17,2,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Ethiopia,41,9,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Hong Kong S.A.Re.Chi,13846,2307,485,149,756,393,26826,6318,11382,4945
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,India,72396,29613,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Italy,23010,14615,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Japan,1058,396,511,262,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,"Korea, Republic of",7466,4256,19278,8327,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Kuwait,63,8,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Netherlands,15280,8557,1292,624,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Poland,10050,2813,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Portugal,17916,5395,175866,68740,76305,26848,10584,3697,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Qatar,15,3,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Saudi Arabia,1525,244,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Singapore,766,208,2933,290,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Spain,1655,982,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Sri Lanka,998,189,1247,650,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Turkey,38102,12559,218712,106210,13084,3141,19958,7134,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,U.R.of Tanzania,8775,2134,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,U.S.America,240,51,7444,2133,33,14,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,United Arab Emirates,130,29,15380,4070,14897,4024,7439,2681,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,United Kingdom,10000,1682,70,24,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Viet Nam,275,48,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Afghanistan,112163,10992,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Algeria,145620,17758,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Argentina,46210,3982,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Australia,102638,9202,101385,7338,116511,11078,81566,10351,16062,1687
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Bahrain,39024,3400,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Bangladesh,4684033,369438,2415107,215096,4483923,326313,1005543,112893,266596,33985
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Belgium,4591443,389327,5198887,459819,8226914,697324,1819331,210628,567787,60265
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Benin,85578,7018,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Brazil,258128,18769,565175,50902,1760517,168073,1059625,110806,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Bulgaria,124320,11483,116130,19301,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Cambodia Fr.Kampuche,575,49,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Canada,344941,27278,154460,15205,387967,30359,285550,31827,323887,32352
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Chile,133056,6774,241559,19332,6089,547,116354,14808,3540,400
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,China,2820774,207269,1906132,148879,10483778,838120,23828779,2258443,7928509,701468
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Colombia,82615,6820,139469,13937,42000,3950,37960,4607,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Cyprus,1175,100,6010,539,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Czech Republic,4400,306,351353,30497,62409,6235,20945,2104,5996,835
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Denmark,2450,154,3941,335,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Djibouti,24560,2312,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Egypt(U.A.R.),70000,4289,42668,3059,134824,13807,1880,218,35423,3284
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,El Salvador,148350,10107,85124,7661,100000,8613,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Estonia,1901480,120056,760481,62893,544164,44487,141720,8980,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Fiji,15307,1007,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Finland,3360,336,38852,5196,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,France,258,16,68028,5089,360180,31062,224034,21106,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Germany,4080879,339828,4304510,417769,5196347,447344,1077695,145592,367729,46227
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Ghana,24000,2374,83150,7101,82463,7009,212612,21415,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Greece,1312,131,42477,4360,73000,6536,3937,314,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Hong Kong S.A.Re.Chi,1629430,125866,1087291,93423,1999125,152523,360623,41420,104812,9153
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Hungary,128004,8773,58541,5240,60200,5504,10720,841,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,India,602117,39600,5516295,473561,1521054,95131,58932,5514,45057,5032
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Indonesia,2855,204,50087,4499,62675,5641,48860,5632,10565,1046
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Iran ( Islamic R.),259000,14484,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Italy,5210202,428319,4945704,434010,14203910,1225958,3264302,361604,4917101,471636
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Jamaica,58039,5343,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Japan,263200,20551,43674,4064,169086,14254,572951,78481,210854,10837
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Jordan,30180,2381,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Kenya,48570,4141,83252,9282,72186,5793,39948,3335,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,"Korea, Republic of",4286754,384977,5430050,433619,8433688,748130,6544294,692099,2924672,280611
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Kuwait,72495,5364,14114,1172,15240,894,36866,4939,105100,10911
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Latvia,96000,5924,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Lebanon,7971,678,28362,2199,21911,1951,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Lithuania,20729,1762,177502,19855,10258,1393,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Madagascar,410008,35566,40140,2345,80026,7977,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Malaysia,8745,623,69181,5932,14977,864,1571,88,800,85
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Malta,5280,496,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Mauritius,13362,931,58642,5880,12385,856,59570,7065,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Mexico,459850,33869,110130,7365,346213,23790,195600,23107,286484,26540
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Morocco,99652,6709,32127,3784,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Netherlands,229744,17501,2243038,191239,859870,75341,387319,53665,332278,35095
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,New Zealand,57527,3929,15581,1576,25808,2070,52182,5530,52927,4233
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Nicaragua,26000,1796,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Nigeria,49145,4446,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Norway,202006,16112,2850,208,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Oman,5000,346,3494,475,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Panama,94068,8936,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Paraguay,112851,10339,234600,24166,95896,17408,8700,522,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Philippines,161184,12069,199872,16133,204010,16513,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Poland,60060,8085,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Portugal,2714125,249796,3184976,274232,2699428,251913,1075725,109319,822644,98307
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Puerto Rico,2428,219,5882,634,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Qatar,13228,1030,9236,672,4741,420,11313,1183,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Romania,1681,119,37693,3228,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Russian Federation,189520,12575,100000,6252,103280,8024,34560,5093,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Saudi Arabia,86151,4736,27573,2693,12733,1324,194500,15541,74023,10329
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Senegal,14560,1205,7500,669,6964,766,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Singapore,35388,2213,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Slovenia,4437,333,800,57,9368,755,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,South Africa,132496,8591,139697,9929,943702,69773,551108,39889,76132,10337
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Spain,2005540,163286,3907088,326500,5342575,482594,1143224,116029,1118971,124902
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Sri Lanka,798426,62299,1245878,110549,750091,58482,625136,68117,517581,69428
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Sudan,1771130,156973,194482,19633,786848,64825,320825,35322,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Sweden,49376,3604,6160,605,560,87,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Thailand,46544,4510,35382,2906,29528,2774,215580,18073,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Tunisia,82217,6680,72387,5029,39001,3705,102065,9354,119863,11657
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Turkey,19451341,1653561,12918112,1093413,18137701,1588206,4032655,443499,630624,87504
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,U.R.of Tanzania,100000,6247,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,U.S.America,703847,55832,2256434,200364,5012563,460618,4915334,454406,2090217,212003
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Ukraine,48230,3762,60700,4566,18350,1436,16240,2346,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,United Arab Emirates,244415,17336,58740,5024,79309,5563,63394,6028,3150,333
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,United Kingdom,846149,61689,2448778,215363,3629353,342036,1184404,120456,1206274,129759
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Uruguay,58836,4119,61196,5020,56030,5604,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,"Venezuela,Bolivar. R",67000,4686,21681,3204,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Viet Nam,333852,36686,1562368,127527,1987564,184960,156608,21447,35112,4249
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Zambia,32160,3751,50000,4517,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Zimbabwe,9168,887,18120,1268,15000,1473,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Algeria,1200,173,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Argentina,31715,3660,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Australia,31039,2535,32460,3337,39261,2920,16000,1901,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Austria,680,48,9012,813,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Bahrain,4000,394,3350,400,331213,25409,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Bangladesh,2318968,152804,130985,7756,2317397,182536,1169441,118864,1135312,143281
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Belgium,6418454,562039,10852960,897570,18007250,1513394,9527981,1019117,12195641,1438378
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Benin,47684,3338,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Brazil,8084102,640942,548917,45152,706148,51549,1381405,154817,1126340,114283
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Cambodia Fr.Kampuche,12810,1268,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Cameroon,23410,4483,28495,3118,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Canada,52169,4026,31127,2815,94841,8717,183738,17550,109381,10299
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Chile,41409,2922,47141,3273,60381,3695,31064,6792,271835,30653
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,China,4672512,357149,5696715,440341,4153396,370979,33234622,3007993,50339037,5987003
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Colombia,32375,2540,9942,1838,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Costa Rica,268120,24887,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Croatia,4760,333,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Cyprus,22800,1621,37294,3722,22969,3191,4586,427,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Czech Republic,4193,309,450,39,81310,8288,86860,9867,230626,21195
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Denmark,120609,8667,2960,217,24160,3596,6053,678,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Ecuador,14312,1784,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Egypt(U.A.R.),257000,17788,206405,17767,305022,30730,306575,35736,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,El Salvador,95019,7867,83129,10745,76174,6969,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Estonia,1692330,102149,156019,14276,31706,2807,260380,14819,165190,12929
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Finland,309968,24390,47400,4309,39829,3869,65459,6729,135447,8989
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,France,7700,447,4327,374,163666,14640,221241,19071,188751,18775
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Germany,1585717,128624,4023721,337125,12847277,1289341,6966064,858456,8959538,971697
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Ghana,205052,26398,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Greece,160341,10901,89921,6461,1500,205,117785,13159,9130,1039
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Hong Kong S.A.Re.Chi,1284153,93838,272965,23454,607749,44509,902506,79573,1216563,106673
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Hungary,26589,2260,22420,1463,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,India,122132,7609,3439505,285769,1160961,113288,726550,98570,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Indonesia,81290,7580,107153,9088,216000,19620,35718,3679,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Iran ( Islamic R.),62720,4170,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Italy,9705877,817558,10726077,931107,28306365,2440670,13111808,1352656,13116167,1407174
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Japan,393069,30786,167844,16474,3060513,196051,2449348,216604,2733080,261585
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Jordan,5210,475,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Kenya,57608,4185,77807,1955,1812,321,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,"Korea, Republic of",3306505,254114,5265766,402646,13316503,1072088,15339484,1448090,24666302,2685658
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Kuwait,15598,1139,17064,2205,6759,894,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Kyrgyzstan/Kyrgyz R.,16350,1777,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Latvia,58646,5278,446189,49744,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Lebanon,3613,361,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Lithuania,31012,2483,155190,13909,114110,8477,126618,12066,11441,1101
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Madagascar,585879,47981,514917,46143,201122,18714,157247,19881,345281,40339
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Malaysia,2000,155,1050,145,32170,4674,99106,7566,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Mauritius,80432,9011,206474,18930,256560,21350,106761,10414,2510,402
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Mexico,1050605,89849,598505,60475,1543902,128174,370159,41297,203472,38643
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Morocco,12500,1167,62299,7259,265550,23020,82806,10062,100666,11222
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Netherlands,994124,79853,667709,58076,1876272,177206,1444085,158525,2096715,198031
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,New Zealand,5706,313,19408,1675,39917,3607,28011,2955,23727,2392
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Nicaragua,34000,3127,120141,8774,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,O.Asia(Tai.For.Pe.Ki,1536,162,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Oman,9641,1142,38000,5023,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Paraguay,2031538,169543,2882449,255972,2343881,205018,443573,54661,181211,19476
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Peru,67683,7107,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Philippines,20010,2076,102769,9155,257145,28447,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Poland,61951,7000,320457,29402,128988,14085,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Portugal,7638856,659125,5305920,468754,10181514,1014433,5408857,645382,12216053,1468391
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Qatar,4341,217,20000,1877,79132,7375,18000,1809,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Romania,19600,4842,3000,661,15812,3032,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Russian Federation,166709,12051,610461,71016,238491,26100,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Saudi Arabia,3945,276,26373,2612,73525,6039,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Senegal,15000,1939,19963,2977,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Singapore,9120,639,5412,551,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Slovakia/Slovak R.,260,16,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Slovenia,102375,8605,102066,8527,93160,10403,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,South Africa,164207,13174,617453,48304,210360,18881,811581,91833,2687962,266722
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Spain,1936073,147436,2397500,216132,4810333,454714,2574299,326013,2655724,279535
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Sri Lanka,2052409,154873,2262584,188696,1628953,146295,627388,67207,526894,49096
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Sudan,749647,93092,246282,27431,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Sweden,615,60,154587,15679,73212,9462,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Thailand,73343,6511,45260,3746,148088,15363,58753,7069,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Tunisia,56453,5398,93935,9143,136738,17852,166232,21216,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Turkey,12494073,1073301,12508216,1105556,20278272,1655329,3077932,343386,4547917,487474
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,U.S.America,4644611,396806,5089703,339797,8949972,782105,16191545,1377965,7875711,982119
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Ukraine,25250,2615,,,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,United Arab Emirates,158376,13184,31303,2633,46157,4777,91749,11205,112460,11903
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,United Kingdom,993759,85359,905660,77979,982095,93074,1833845,219552,2553926,263014
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Uruguay,70718,6365,1195541,91166,2385463,285550,5638398,773170,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,"Venezuela,Bolivar. R",24640,1905,49878,3737,,,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Viet Nam,450952,39090,1089948,94668,288567,18905,200321,15952,59038,9036
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Australia,245875,18221,117497,7016,386202,26954,169312,12995,111723,14065
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Bangladesh,858153,58308,2106350,164708,2625649,186125,1832577,202121,477715,47640
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Belgium,2529313,199723,2958708,218722,4202861,332021,5453988,511610,5180802,504367
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Brazil,40000,2511,178918,16453,103568,14674,77622,11633,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Cameroon,144413,12997,48210,3296,119500,5701,129417,14023,97000,9501
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Canada,1302,128,14210,1401,196509,20013,,,,
52079000,"OTHER,COTTON YARN PUT UP SALE",KG,Chile,40000,3979,,,,,,,,
