hs_code,commodity,unit,country,2008-2009_quantity,2008-2009_value_000rs,2009-2010_quantity,2009-2010_value_000rs,2010-2011_quantity,2010-2011_value_000rs,2011-2012_quantity,2011-2012_value_000rs,2012-2013_quantity,2012-2013_value_000rs
01019000,"OTHER, HORSES",NO,ALL COUNTRIES,430,2443,46,1403,41,12,,,,
01019000,"OTHER, HORSES",NO,Afghanistan,430,2443,32,916,,,,,,
01019000,"OTHER, HORSES",NO,Australia,3,103,,,,,,,,
01019000,"OTHER, HORSES",NO,Bangladesh,6,231,,,,,,,,
01019000,"OTHER, HORSES",NO,Qatar,5,153,41,12,,,,,,
01022110,PURE BRED BREEDING BULLS,NO,ALL COUNTRIES,121,4505,8175,246251,3034,87427,4227,139155,22581,650915
01022110,PURE BRED BREEDING BULLS,NO,Afghanistan,64,1283,6943,207662,888,24683,1782,70683,205,6200
01022110,PURE BRED BREEDING BULLS,NO,Bahrain,112,3416,,,,,,,,
01022110,PURE BRED BREEDING BULLS,NO,Iran ( Islamic R.),36,1057,225,6917,230,6258,,,,
01022110,PURE BRED BREEDING BULLS,NO,Malaysia,82,2699,,,,,,,,
01022110,PURE BRED BREEDING BULLS,NO,Oman,222,7105,311,9606,1020,27749,7374,214254,,
01022110,PURE BRED BREEDING BULLS,NO,United Arab Emirates,57,3222,974,30427,1416,40106,1195,34465,15002,430461
01022120,PURE BRED BREEDING COWS,NO,ALL COUNTRIES,118,3464,268,7909,41,1230,,,,
01022120,PURE BRED BREEDING COWS,NO,Afghanistan,84,2375,41,1230,,,,,,
01022120,PURE BRED BREEDING COWS,NO,United Arab Emirates,118,3464,184,5534,,,,,,
01022130,PURE BRED BREEDING OXEN,NO,ALL COUNTRIES,521,15630,,,,,,,,
01022130,PURE BRED BREEDING OXEN,NO,Afghanistan,521,15630,,,,,,,,
01022190,OTH PURE BRED BREEDING ANIMAL,NO,ALL COUNTRIES,1960,59055,929,24687,1105,29963,4021,116778,,
01022190,OTH PURE BRED BREEDING ANIMAL,NO,Afghanistan,456,11875,50,1500,,,,,,
01022190,OTH PURE BRED BREEDING ANIMAL,NO,Bahrain,100,3426,,,,,,,,
01022190,OTH PURE BRED BREEDING ANIMAL,NO,Oman,35,739,188,5563,826,23719,,,,
01022190,OTH PURE BRED BREEDING ANIMAL,NO,Saudi Arabia,180,5724,,,,,,,,
01022190,OTH PURE BRED BREEDING ANIMAL,NO,United Arab Emirates,1780,53331,338,8647,867,22900,3195,93059,,
01022910,OTHER BULLS,NO,ALL COUNTRIES,626,12520,2795,82835,567,17552,7134,214553,5866,176885
01022910,OTHER BULLS,NO,Afghanistan,626,12520,2497,73584,385,11550,6228,188780,5866,176885
01022910,OTHER BULLS,NO,Oman,298,9251,100,3434,140,3940,,,,
01022910,OTHER BULLS,NO,United Arab Emirates,82,2568,766,21833,,,,,,
01022920,OTHER COWS,NO,ALL COUNTRIES,4,230,45,1416,3691,118784,1681,51280,1990,59700
01022920,OTHER COWS,NO,Afghanistan,4,230,37,1110,3621,116684,1681,51280,1990,59700
01022920,OTHER COWS,NO,Bahrain,5,188,,,,,,,,
01022920,OTHER COWS,NO,India,70,2100,,,,,,,,
01022920,OTHER COWS,NO,Qatar,3,118,,,,,,,,
01022930,OTHER OXEN,NO,ALL COUNTRIES,8022,201334,9894,296820,5604,168120,,,,
01022930,OTHER OXEN,NO,Afghanistan,9894,296820,5604,168120,,,,,,
01022930,OTHER OXEN,NO,Iran ( Islamic R.),6820,165768,,,,,,,,
01022930,OTHER OXEN,NO,Turkey,1202,35566,,,,,,,,
01022990,OTHER LIVE BOVINE ANIMALS,NO,ALL COUNTRIES,2196,64402,,,,,,,,
01022990,OTHER LIVE BOVINE ANIMALS,NO,Oman,1656,48479,,,,,,,,
01022990,OTHER LIVE BOVINE ANIMALS,NO,United Arab Emirates,540,15923,,,,,,,,
01023100,PURE BRED BREEDING BUFFALOES,NO,ALL COUNTRIES,69,1380,29116,841278,13162,404684,5675,207035,,
01023100,PURE BRED BREEDING BUFFALOES,NO,Afghanistan,69,1380,29116,841278,8582,265305,5575,204323,,
01023100,PURE BRED BREEDING BUFFALOES,NO,Iran ( Islamic R.),4078,122509,,,,,,,,
01023100,PURE BRED BREEDING BUFFALOES,NO,Malaysia,502,16870,,,,,,,,
01023100,PURE BRED BREEDING BUFFALOES,NO,United Arab Emirates,100,2712,,,,,,,,
01023900,OTHER BUFFALOES,NO,ALL COUNTRIES,455,9100,8009,234312,37200,1187172,9067,274004,5842,178265
01023900,OTHER BUFFALOES,NO,Afghanistan,455,9100,8009,234312,37200,1187172,9067,274004,5842,178265
01029000,OTHER LIVE BOVINE ANIMALS,NO,ALL COUNTRIES,125,4064,771,28634,132,4283,546,15903,185,5710
01029000,OTHER LIVE BOVINE ANIMALS,NO,Afghanistan,125,4064,48,2390,262,7937,,,,
01029000,OTHER LIVE BOVINE ANIMALS,NO,Oman,177,4788,204,5734,165,4856,,,,
01029000,OTHER LIVE BOVINE ANIMALS,NO,Qatar,25,1050,,,,,,,,
01029000,OTHER LIVE BOVINE ANIMALS,NO,United Arab Emirates,521,20406,132,4283,80,2232,20,854,,
01041000,SHEEP LIVE,NO,ALL COUNTRIES,123425,516251,22591,103489,4850,25594,11785,67572,,
01041000,SHEEP LIVE,NO,Bahrain,1400,5856,1000,4288,,,,,,
01041000,SHEEP LIVE,NO,Belgium,305,1120,,,,,,,,
01041000,SHEEP LIVE,NO,Iran ( Islamic R.),8065,30319,,,,,,,,
01041000,SHEEP LIVE,NO,Oman,900,3749,970,4260,1005,5322,3880,22221,,
01041000,SHEEP LIVE,NO,Qatar,180,1034,,,,,,,,
01041000,SHEEP LIVE,NO,Turkey,250,1305,,,,,,,,
01041000,SHEEP LIVE,NO,United Arab Emirates,120945,505612,12001,62197,3845,20272,7905,45351,,
01042000,"GOATS, LIVE",NO,ALL COUNTRIES,200,1130,17611,74837,20804,94079,5500,31211,2970,55795
01042000,"GOATS, LIVE",NO,Bahrain,900,4363,,,,,,,,
01042000,"GOATS, LIVE",NO,Iran ( Islamic R.),200,1044,,,,,,,,
01042000,"GOATS, LIVE",NO,Oman,801,11126,,,,,,,,
01042000,"GOATS, LIVE",NO,Qatar,40,161,,,,,,,,
01042000,"GOATS, LIVE",NO,United Arab Emirates,200,1130,17571,74676,19704,88672,5500,31211,2169,44669
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,ALL COUNTRIES,13280,1021,17450,2332,2740,548,4776,1051,41425,5369
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,Afghanistan,13280,1021,17450,2332,2740,548,4672,1025,41425,5369
01051100,FOWLS OF SPECIES WT UPTO 185G,NO,Malaysia,104,26,,,,,,,,
01059400,OTH FOWLS OF SPECIES GALLUS,NO,ALL COUNTRIES,100965,8894,,,,,,,,
01059400,OTH FOWLS OF SPECIES GALLUS,NO,Afghanistan,100965,8894,,,,,,,,
01059900,OTH LIVE POULTRY,NO,ALL COUNTRIES,23252,2055,150825,27097,1553075,291323,2130989,319436,1649045,196073
01059900,OTH LIVE POULTRY,NO,Afghanistan,23236,2040,134152,25904,1539439,288168,2110928,315679,1638243,194512
01059900,OTH LIVE POULTRY,NO,Bahrain,12,4,250,50,2685,455,80,16,,
01059900,OTH LIVE POULTRY,NO,Iran ( Islamic R.),600,132,,,,,,,,
01059900,OTH LIVE POULTRY,NO,Malaysia,3926,742,,,,,,,,
01059900,OTH LIVE POULTRY,NO,Nepal,6021,1204,,,,,,,,
01059900,OTH LIVE POULTRY,NO,Oman,16,15,16661,1189,6465,1719,13300,2525,10722,1545
01059900,OTH LIVE POULTRY,NO,Turkey,150,20,,,,,,,,
01059900,OTH LIVE POULTRY,NO,Uzbekistan,150,30,150,35,,,,,,
01061400,RABBITS AND HARES,NO,ALL COUNTRIES,7,98,,,,,,,,
01061400,RABBITS AND HARES,NO,Oman,7,98,,,,,,,,
01061900,OTHER MAMMALS,NO,ALL COUNTRIES,42,101,,,,,,,,
01061900,OTHER MAMMALS,NO,Malaysia,2,67,,,,,,,,
01061900,OTHER MAMMALS,NO,Oman,40,34,,,,,,,,
01061900,OTHER MAMMALS,NO,Afghanistan,255,35,,,,,,,,
01061900,OTHER MAMMALS,NO,Japan,260,78,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,ALL COUNTRIES,2750,415,48602,9970,4175,885,13381,2638,1185,237
01063190,OTHER BIRDS OF PREY,NO,Afghanistan,600,120,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Bahrain,1100,173,18272,3614,1300,268,225,45,,
01063190,OTHER BIRDS OF PREY,NO,Germany,1650,242,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Indonesia,2775,525,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Malaysia,300,84,,,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Oman,24000,5026,1930,429,8906,1771,360,72,,
01063190,OTHER BIRDS OF PREY,NO,Turkey,6030,1246,1700,342,,,,,,
01063190,OTHER BIRDS OF PREY,NO,Uzbekistan,945,188,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,ALL COUNTRIES,500,142,27469,5341,21136,6195,115271,25235,123647,24925
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Afghanistan,200,40,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Bahrain,8349,1791,2412,799,55315,11733,39730,7826,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Bangladesh,400,95,315,76,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Indonesia,1445,391,9410,2982,1830,440,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Kyrgyzstan/Kyrgyz R.,500,142,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Libya,300,59,,,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Malaysia,2200,924,1420,627,,,,,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Oman,7810,1634,15419,4192,11151,1959,54851,9986,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,Turkey,11310,1916,1620,691,32325,6856,25201,5911,,
01063200,PSITTACIFORMES(INCL.PARROTS),NO,United Arab Emirates,240,122,4270,646,,,,,,
01063900,OTHER BIRDS,NO,ALL COUNTRIES,48943,5098,427799,71771,333087,73674,296859,59139,426098,88534
01063900,OTHER BIRDS,NO,Afghanistan,5800,1269,8000,872,53603,10781,1100,260,,
01063900,OTHER BIRDS,NO,Bahrain,7400,747,58158,8976,68552,15082,53528,9918,61515,12822
01063900,OTHER BIRDS,NO,Bangladesh,58,51,1224,319,,,,,,
01063900,OTHER BIRDS,NO,Germany,1650,258,455,95,,,,,,
01063900,OTHER BIRDS,NO,Indonesia,14360,4046,29097,7166,74960,18434,,,,
01063900,OTHER BIRDS,NO,Kuwait,5950,932,,,,,,,,
01063900,OTHER BIRDS,NO,Libya,400,39,,,,,,,,
01063900,OTHER BIRDS,NO,Malaysia,485,88,4361,1069,5496,1631,2030,520,,
01063900,OTHER BIRDS,NO,Nepal,88,25,2342,494,,,,,,
01063900,OTHER BIRDS,NO,Oman,22647,1663,206920,37900,123219,27243,45377,9948,133842,26149
01063900,OTHER BIRDS,NO,Qatar,400,40,,,,,,,,
01063900,OTHER BIRDS,NO,Saudi Arabia,4900,1145,,,,,,,,
01063900,OTHER BIRDS,NO,Turkey,151081,22298,108960,24234,94710,17294,138985,27781,,
01063900,OTHER BIRDS,NO,United Arab Emirates,9365,1213,5065,1001,14990,2350,8200,1525,,
01063900,OTHER BIRDS,NO,United Kingdom,1531,245,,,,,,,,
01063900,OTHER BIRDS,NO,Uzbekistan,482,102,1500,191,,,,,,
01064100,BEES,NO,ALL COUNTRIES,44335,4310,,,,,,,,
01064100,BEES,NO,Afghanistan,44335,4310,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,ALL COUNTRIES,18777,4296,40,20,12242,1886,99914,22295,129449,30054
01069000,OTHER LIVES ANIMALS,NO,Afghanistan,586,2927,922,260,200,200,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,3167,485,24101,4236,2959,761,,,,
01069000,OTHER LIVES ANIMALS,NO,Bangladesh,700,190,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Indonesia,7394,2339,23580,8241,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Malaysia,1840,955,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Nepal,755,136,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Oman,16891,1223,40,20,22930,5447,39685,8986,,
01069000,OTHER LIVES ANIMALS,NO,Qatar,800,98,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Turkey,9075,1401,39822,8262,49600,9576,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,500,48,2905,796,11970,1964,,,,
01069000,OTHER LIVES ANIMALS,NO,Afghanistan,152332,18417,1132729,175791,1723257,361830,26196,8716,533061,80087
01069000,OTHER LIVES ANIMALS,NO,Bahrain,572281,104661,992255,196866,1899932,462875,2197390,592830,3278239,1015204
01069000,OTHER LIVES ANIMALS,NO,China,500,98,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Dubai,2005,449,1400,370,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Hong Kong S.A.Re.Chi,8200,1653,490,117,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Iran ( Islamic R.),22000,6015,329650,93449,13230,8657,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,3670263,588213,4670016,850111,3418428,769011,3807006,857769,5329424,1330929
01069000,OTHER LIVES ANIMALS,NO,Malaysia,250,49,14665,3976,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Mozambique,7500,1192,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Oman,1475685,249615,1801473,351362,1599218,342158,2869901,689574,2819280,744123
01069000,OTHER LIVES ANIMALS,NO,Qatar,874692,134759,1094795,178751,535358,111954,557847,118259,810966,205539
01069000,OTHER LIVES ANIMALS,NO,Samoa,1300,316,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,1081553,191375,2467444,461592,4397127,982731,4184303,956408,5041053,1359632
01069000,OTHER LIVES ANIMALS,NO,South Africa,1450,257,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,U.S.America,9,2,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Uganda,1323,371,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,6062049,1212670,9013942,1892054,9951507,2526737,11263709,2957615,10350382,3048356
01069000,OTHER LIVES ANIMALS,NO,United Kingdom,2026,507,4350,926,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Viet Nam,1320,197,17750,3138,194600,40617,,,,
01069000,OTHER LIVES ANIMALS,NO,Yemen,11000,2782,25000,3924,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Afghanistan,179551,29737,163046,32539,9341,1862,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,160474,25093,130012,29222,68000,16835,601727,213048,,
01069000,OTHER LIVES ANIMALS,NO,Hong Kong S.A.Re.Chi,14163,2665,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Hungary,222,45,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Iran ( Islamic R.),3700,956,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,1124144,164530,99366,18895,231931,50768,170867,41410,598318,172989
01069000,OTHER LIVES ANIMALS,NO,Lebanon,1000,179,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Oman,360336,62139,34651,6254,412898,89996,223836,55175,765087,232986
01069000,OTHER LIVES ANIMALS,NO,Qatar,245835,38540,6735,1285,16242,3325,1400,381,137050,42993
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,315635,56104,85972,15610,637087,162464,508922,139475,1155800,371640
01069000,OTHER LIVES ANIMALS,NO,Turkey,650,114,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,1118670,211530,39711,7007,439147,111390,487580,133098,3207416,1089384
01069000,OTHER LIVES ANIMALS,NO,United Kingdom,2776,499,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Viet Nam,57422,9460,3400,724,58000,10472,,,,
01069000,OTHER LIVES ANIMALS,NO,Yemen,12500,3398,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Afghanistan,49804,15297,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,101114,39103,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Iran ( Islamic R.),129284,37780,149648,43299,235850,125358,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,111313,25243,2240,573,13225,4299,,,,
01069000,OTHER LIVES ANIMALS,NO,Oman,30624,6578,101031,34423,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Qatar,1100,221,150,42,4730,1616,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,15459,3413,48460,17257,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,583441,128442,2185,745,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Viet Nam,348,96,59266,18153,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Yemen,1080,448,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,19931,3752,7252,2067,2400,634,19110,5928,,
01069000,OTHER LIVES ANIMALS,NO,Hong Kong S.A.Re.Chi,50,13,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Iran ( Islamic R.),24607,7115,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Iraq,15000,3259,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,193340,40470,2595,644,28566,8735,,,,
01069000,OTHER LIVES ANIMALS,NO,Myanmar,24125,5125,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Oman,71381,13773,2266,624,4911,879,,,,
01069000,OTHER LIVES ANIMALS,NO,Qatar,9513,1882,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,85257,16198,12397,3227,362172,105397,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,64270,12058,4410,1224,133231,38199,109508,42577,,
01069000,OTHER LIVES ANIMALS,NO,Viet Nam,27500,5351,16000,3752,186737,37794,,,,
01069000,OTHER LIVES ANIMALS,NO,Yemen,12500,3000,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Afghanistan,81274,19255,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Bahrain,6760,1389,6814,1775,22250,5653,,,,
01069000,OTHER LIVES ANIMALS,NO,Jordan,43684,10537,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,35903,5112,72955,14833,17031,2826,66358,15104,34107,9821
01069000,OTHER LIVES ANIMALS,NO,Oman,21299,4140,113740,23040,7096,956,26716,5678,5440,1678
01069000,OTHER LIVES ANIMALS,NO,Qatar,2750,515,6963,2501,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,19014,4062,55188,10793,811,210,4110,1356,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,381302,82656,149880,31954,123760,32590,,,,
01069000,OTHER LIVES ANIMALS,NO,Viet Nam,15314,3018,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Afghanistan,9000,3429,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Hong Kong S.A.Re.Chi,15000,6147,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Iran ( Islamic R.),123941,30201,372891,136029,726769,267417,,,,
01069000,OTHER LIVES ANIMALS,NO,Jordan,18757,4944,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Kuwait,10260,2291,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Malaysia,14566,3777,24224,7001,39716,15925,,,,
01069000,OTHER LIVES ANIMALS,NO,Oman,3905,871,18000,4582,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Qatar,12708,3069,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Saudi Arabia,1568,359,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Thailand,39000,15573,,,,,,,,
01069000,OTHER LIVES ANIMALS,NO,United Arab Emirates,116884,27149,3000,801,,,,,,
01069000,OTHER LIVES ANIMALS,NO,Viet Nam,144549,57683,,,,,,,,
02041000,CARCASSES OF LAMB FRESH/CHILL,KG,ALL COUNTRIES,926832,241165,718233,210868,1912201,707882,2323586,936180,3061711,1445358
02041000,CARCASSES OF LAMB FRESH/CHILL,KG,Afghanistan,2100,919,,,,,,,,
02041000,CARCASSES OF LAMB FRESH/CHILL,KG,Bahrain,34920,8206,44578,11868,273926,100597,117230,44293,369835,188416
02041000,CARCASSES OF LAMB FRESH/CHILL,KG,Iran ( Islamic R.),275400,132722,6021,2619,,,,,,
02041000,CARCASSES OF LAMB FRESH/CHILL,KG,Japan,144,50,,,,,,,,
02041000,CARCASSES OF LAMB FRESH/CHILL,KG,Kuwait,34401,8552,47122,13473,28300,10384,86615,28398,130001,56229
02041000,CARCASSES OF LAMB FRESH/CHILL,KG,Oman,74453,19607,71896,20065,228175,80873,431487,165782,462989,222588
02041000,CARCASSES OF LAMB FRESH/CHILL,KG,Qatar,37005,11326,38831,12855,62225,21438,110504,49487,96191,47760
02041000,CARCASSES OF LAMB FRESH/CHILL,KG,Saudi Arabia,624709,161351,269288,77770,890623,329451,802769,301545,1579079,746538
02041000,CARCASSES OF LAMB FRESH/CHILL,KG,United Arab Emirates,121344,32123,246374,74787,428952,165139,499581,213953,415495,180289
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,ALL COUNTRIES,4404551,1223863,6482944,1873791,6981635,2106931,8259415,2877052,5860582,2722876
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Afghanistan,16280,3366,,,,,,,,
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Bahrain,164005,42299,226766,63510,578241,183852,607029,265979,391315,170920
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Canada,100,34,,,,,,,,
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Egypt(U.A.R.),4299,1290,,,,,,,,
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Hong Kong S.A.Re.Chi,1000,238,,,,,,,,
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Iran ( Islamic R.),761477,226396,967639,375901,852934,388012,,,,
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Kuwait,188273,45769,337046,90594,215666,64642,295300,93024,341658,150951
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,O.Asia(Tai.For.Pe.Ki,2300,837,,,,,,,,
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Oman,482489,132009,354103,99574,148232,49127,107759,36063,154321,69774
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Qatar,319073,77365,448141,123044,284778,82762,236802,74028,219496,103250
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Saudi Arabia,2632342,751598,4362470,1275669,4122604,1204746,5076796,1655509,3238825,1533634
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Thailand,5240,2087,,,,,,,,
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,U.S.America,1250,431,,,,,,,,
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,Uganda,199,65,,,,,,,,
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,United Arab Emirates,600839,171026,750119,220110,863688,293427,960450,373590,661383,306006
02042100,"OTH MEAT OF SHEEP,FR/CHILLED",KG,United Kingdom,5750,1676,650,329,,,,,,
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,ALL COUNTRIES,243343,80223,173086,55641,1067161,434057,762886,364442,1107681,673437
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Afghanistan,3349,842,,,,,,,,
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Bahrain,14426,2973,58910,25304,82170,39758,373362,228342,,
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Iran ( Islamic R.),443988,185288,412579,206428,147000,110442,,,,
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Kuwait,3750,1120,9526,2827,30633,10809,18292,7219,32661,16206
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Oman,25694,7340,21909,7029,23219,9105,43074,16182,60371,26533
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Qatar,9446,2280,3950,1077,19080,7789,9330,4231,12094,5932
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Saudi Arabia,85434,30644,104089,33792,303748,116476,113210,52754,248143,148847
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,United Arab Emirates,104593,35866,30263,10074,187583,79286,84231,37870,234050,137135
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Bahrain,6340,4328,,,,,,,,
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Iran ( Islamic R.),334210,192138,,,,,,,,
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Kuwait,1900,762,2700,1824,,,,,,
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Oman,3780,2917,,,,,,,,
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Qatar,1323,543,,,,,,,,
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,Singapore,13492,4760,,,,,,,,
02042200,"OTH MEAT SHEEP,FR/CH BONE IN",KG,United Arab Emirates,1332,525,,,,,,,,
02043000,"CARCASSES OF LAMB,FROZEN",KG,ALL COUNTRIES,8396,3359,,,,,,,,
02043000,"CARCASSES OF LAMB,FROZEN",KG,Spain,8396,3359,,,,,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,ALL COUNTRIES,600,124,1400,520,300,119,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Kuwait,300,119,,,,,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Saudi Arabia,600,124,,,,,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Thailand,1400,520,,,,,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Kuwait,2000,437,294,147,,,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Kuwait,504,134,,,,,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Oman,582,139,,,,,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Afghanistan,1600,651,700,400,,,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Bahrain,34438,8645,341662,129300,648116,286815,277256,136140,1150671,654960
02044100,OTH MEAT OF SHEEP FROZEN,KG,Germany,12600,4401,,,,,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Iran ( Islamic R.),1135652,600886,2386722,1349199,1252317,783777,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Jordan,10521,5066,,,,,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Kuwait,73469,19600,148402,50506,128674,46128,57865,26556,81063,42303
02044100,OTH MEAT OF SHEEP FROZEN,KG,Netherlands,1872,863,,,,,,,,
02044100,OTH MEAT OF SHEEP FROZEN,KG,Oman,220670,69060,266919,93612,133243,52798,74773,33284,81157,44860
02044100,OTH MEAT OF SHEEP FROZEN,KG,Qatar,131824,38910,125222,41184,70130,25341,40850,18303,43605,24008
02044100,OTH MEAT OF SHEEP FROZEN,KG,Saudi Arabia,1202803,390478,1792392,625068,1321148,515441,673712,299787,1261543,681327
02044100,OTH MEAT OF SHEEP FROZEN,KG,United Arab Emirates,676972,218661,1262468,465525,1097700,459852,498510,222855,627258,355430
